,indexID,ticker,porgFullName,secShortName,exchangeCD,tradeDate,preCloseIndex,openIndex,lowestIndex,highestIndex,closeIndex,turnoverVol,turnoverValue,CHG,CHGPct
258,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/6/27,832.324,832.616,832.616,850.391,843.859,193766162,3748581496,11.535,0.013859
259,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/6/28,843.859,843.983,836.94,844.961,844.177,135362715,2595686873,0.318,0.000377
260,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/6/29,844.177,844.846,836.376,850.36,836.384,153350248,2927094543,-7.793,-0.009231
261,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/6/30,836.384,834.824,834.824,846.877,845.919,137364815,2610701255,9.535,0.0114
262,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/1,845.919,847.537,847.537,862.344,855.27,178940985,3460363155,9.351,0.011054
263,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/4,855.27,856.504,856.504,876.168,876.168,220954783,4368780232,20.898,0.024434
264,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/5,876.168,877.522,876.899,885.775,883.417,213180485,4288838144,7.249,0.008274
265,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/6,883.417,881.602,877.824,894.277,894.277,204234712,4110378223,10.86,0.012293
266,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/7,894.277,893.599,891.728,911.874,899.798,278066662,5626260754,5.521,0.006174
267,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/8,899.798,899.468,888.219,902.049,894.909,173493468,3472259006,-4.889,-0.005433
268,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/11,894.909,894.073,889.823,903.904,903.31,191807906,3679193018,8.401,0.009388
269,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/12,903.31,895.491,888.575,898.985,891.516,227879290,4449106656,-11.794,-0.013056
270,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/13,891.516,890.299,890.299,913.085,913.085,209416112,4220394346,21.569,0.024194
271,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/14,913.085,913.494,913.494,932.775,932.775,297647628,5892022658,19.69,0.021564
272,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/15,932.775,935.542,933.49,951.395,951.138,393007513,8031743661,18.363,0.019686
273,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/18,951.138,952.026,944.1,959.273,946.118,305153073,6601703374,-5.02,-0.005278
274,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/19,946.118,940.424,924.09,940.424,927.297,235674347,4857917648,-18.821,-0.019893
275,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/20,927.297,932.211,920.219,937.754,930.828,206637697,4296436955,3.531,0.003808
276,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/21,930.828,930.259,915.368,930.886,915.368,191540531,3824359877,-15.46,-0.016609
277,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/22,915.368,917.631,917.631,929.928,923.995,174108285,3667494402,8.627,0.009425
278,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/25,923.995,920.852,884.101,920.852,887.063,228613377,4616406794,-36.932,-0.03997
279,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/26,887.063,884.015,878.164,892.54,892.54,147708226,3026796280,5.477,0.006174
280,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/27,892.54,890.026,883.969,917.158,915.548,187721360,3981262317,23.008,0.025778
281,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/28,915.548,907.249,902.499,920.031,919.395,182652443,4011740238,3.847,0.004202
282,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/7/29,919.395,919.525,910.241,924.839,913.278,186156476,3750936959,-6.117,-0.006653
283,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/1,913.278,911.939,910.98,931.372,927.384,176895340,3848277899,14.106,0.015445
284,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/2,927.384,923.087,905.007,932.121,932.121,239589212,4932195154,4.737,0.005108
285,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/3,932.121,922.806,918.642,951.586,945.509,297084712,6201897345,13.388,0.014363
286,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/4,945.509,944.832,935.415,950.027,937.475,220054691,4639467722,-8.034,-0.008497
287,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/5,937.475,905.163,899.317,926.624,919.185,202318849,4341703379,-18.29,-0.01951
288,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/8,919.185,908.075,859.162,913.32,877.443,247970689,4995829272,-41.742,-0.045412
289,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/9,877.443,848.997,835.282,884.837,878.761,212746076,4281239947,1.318,0.001502
290,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/10,878.761,891.223,889.863,901.861,891.752,202588093,4392962164,12.991,0.014783
291,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/11,891.752,873.124,870.291,915.489,915.489,242996900,5196410806,23.737,0.026618
292,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/12,915.489,920.288,920.288,932.775,926.297,231307083,4994718062,10.808,0.011806
293,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/15,926.297,928.98,928.98,946.801,942.485,231467400,5055772500,16.188,0.017476
294,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/16,942.485,942.945,929.789,944.869,933.139,203888453,4261310200,-9.346,-0.009916
295,399006.ZICN,399006,深圳证券交易所,创业板指,XSHE,2011/8/17,933.139,932.006,926.016,941.45,936.159,193842965,4132752532,3.02,0.003236
