,secID,ticker,endDate,NAV,publishDate,ACCUM_NAV,currencyCd,ADJUST_NAV,navChg,navChgPct,adjNavChgPct,partyID
1077,162411.XSHE,162411,2016/3/15,0.481,2016/3/16,0.481,CNY,0.481,0.001,0.2083,0.2083,27287
1078,162411.XSHE,162411,2016/3/16,0.5,2016/3/17,0.5,CNY,0.5,0.019,3.9501,3.9501,27287
1079,162411.XSHE,162411,2016/3/17,0.507,2016/3/18,0.507,CNY,0.507,0.007,1.4,1.4,27287
1080,162411.XSHE,162411,2016/3/18,0.503,2016/3/21,0.503,CNY,0.503,-0.004,-0.789,-0.789,27287
1081,162411.XSHE,162411,2016/3/21,0.504,2016/3/22,0.504,CNY,0.504,0.001,0.1988,0.1988,27287
1082,162411.XSHE,162411,2016/3/22,0.506,2016/3/23,0.506,CNY,0.506,0.002,0.3968,0.3968,27287
1083,162411.XSHE,162411,2016/3/23,0.482,2016/3/24,0.482,CNY,0.482,-0.024,-4.7431,-4.7431,27287
1084,162411.XSHE,162411,2016/3/24,0.49,2016/3/25,0.49,CNY,0.49,0.008,1.6598,1.6598,27287
1085,162411.XSHE,162411,2016/3/25,0.491,2016/3/29,0.491,CNY,0.491,0.001,0.2041,0.2041,27287
1086,162411.XSHE,162411,2016/3/28,0.486,2016/3/29,0.486,CNY,0.486,-0.005,-1.0183,-1.0183,27287
1087,162411.XSHE,162411,2016/3/29,0.491,2016/3/30,0.491,CNY,0.491,0.005,1.0288,1.0288,27287
1088,162411.XSHE,162411,2016/3/30,0.489,2016/3/31,0.489,CNY,0.489,-0.002,-0.4073,-0.4073,27287
1089,162411.XSHE,162411,2016/3/31,0.495,2016/4/1,0.495,CNY,0.495,0.006,1.227,1.227,27287
1090,162411.XSHE,162411,2016/4/1,0.486,2016/4/5,0.486,CNY,0.486,-0.009,-1.8182,-1.8182,27287
1091,162411.XSHE,162411,2016/4/5,0.477,2016/4/6,0.477,CNY,0.477,-0.009,-1.8519,-1.8519,27287
1092,162411.XSHE,162411,2016/4/6,0.494,2016/4/7,0.494,CNY,0.494,0.017,3.5639,3.5639,27287
1093,162411.XSHE,162411,2016/4/7,0.494,2016/4/8,0.494,CNY,0.494,0,0,0,27287
1094,162411.XSHE,162411,2016/4/8,0.512,2016/4/11,0.512,CNY,0.512,0.018,3.6437,3.6437,27287
1095,162411.XSHE,162411,2016/4/11,0.511,2016/4/12,0.511,CNY,0.511,-0.001,-0.1953,-0.1953,27287
1096,162411.XSHE,162411,2016/4/12,0.544,2016/4/13,0.544,CNY,0.544,0.033,6.4579,6.4579,27287
1097,162411.XSHE,162411,2016/4/13,0.538,2016/4/14,0.538,CNY,0.538,-0.006,-1.1029,-1.1029,27287
1098,162411.XSHE,162411,2016/4/14,0.541,2016/4/15,0.541,CNY,0.541,0.003,0.5576,0.5576,27287
1099,162411.XSHE,162411,2016/4/15,0.533,2016/4/18,0.533,CNY,0.533,-0.008,-1.4787,-1.4787,27287
1100,162411.XSHE,162411,2016/4/18,0.541,2016/4/19,0.541,CNY,0.541,0.008,1.5009,1.5009,27287
1101,162411.XSHE,162411,2016/4/19,0.553,2016/4/20,0.553,CNY,0.553,0.012,2.2181,2.2181,27287
1102,162411.XSHE,162411,2016/4/20,0.559,2016/4/21,0.559,CNY,0.559,0.006,1.085,1.085,27287
1103,162411.XSHE,162411,2016/4/21,0.556,2016/4/22,0.556,CNY,0.556,-0.003,-0.5367,-0.5367,27287
1104,162411.XSHE,162411,2016/4/22,0.576,2016/4/25,0.576,CNY,0.576,0.02,3.5971,3.5971,27287
1105,162411.XSHE,162411,2016/4/25,0.569,2016/4/26,0.569,CNY,0.569,-0.007,-1.2153,-1.2153,27287
1106,162411.XSHE,162411,2016/4/26,0.584,2016/4/27,0.584,CNY,0.584,0.015,2.6362,2.6362,27287
1107,162411.XSHE,162411,2016/4/27,0.601,2016/4/28,0.601,CNY,0.601,0.017,2.911,2.911,27287
1108,162411.XSHE,162411,2016/4/28,0.584,2016/4/29,0.584,CNY,0.584,-0.017,-2.8286,-2.8286,27287
1109,162411.XSHE,162411,2016/4/29,0.579,2016/5/3,0.579,CNY,0.579,-0.005,-0.8562,-0.8562,27287
1110,162411.XSHE,162411,2016/5/3,0.55,2016/5/4,0.55,CNY,0.55,-0.029,-5.0086,-5.0086,27287
1111,162411.XSHE,162411,2016/5/4,0.54,2016/5/5,0.54,CNY,0.54,-0.01,-1.8182,-1.8182,27287
1112,162411.XSHE,162411,2016/5/5,0.552,2016/5/6,0.552,CNY,0.552,0.012,2.2222,2.2222,27287
1113,162411.XSHE,162411,2016/5/6,0.546,2016/5/9,0.546,CNY,0.546,-0.006,-1.087,-1.087,27287
1114,162411.XSHE,162411,2016/5/9,0.534,2016/5/10,0.534,CNY,0.534,-0.012,-2.1978,-2.1978,27287
1115,162411.XSHE,162411,2016/5/10,0.556,2016/5/11,0.556,CNY,0.556,0.022,4.1199,4.1199,27287
1116,162411.XSHE,162411,2016/5/11,0.561,2016/5/12,0.561,CNY,0.561,0.005,0.8993,0.8993,27287
1117,162411.XSHE,162411,2016/5/12,0.557,2016/5/13,0.557,CNY,0.557,-0.004,-0.713,-0.713,27287
1118,162411.XSHE,162411,2016/5/13,0.551,2016/5/16,0.551,CNY,0.551,-0.006,-1.0772,-1.0772,27287
1119,162411.XSHE,162411,2016/5/16,0.563,2016/5/17,0.563,CNY,0.563,0.012,2.1779,2.1779,27287
1120,162411.XSHE,162411,2016/5/17,0.57,2016/5/18,0.57,CNY,0.57,0.007,1.2433,1.2433,27287
1121,162411.XSHE,162411,2016/5/18,0.562,2016/5/19,0.562,CNY,0.562,-0.008,-1.4035,-1.4035,27287
1122,162411.XSHE,162411,2016/5/19,0.562,2016/5/20,0.562,CNY,0.562,0,0,0,27287
1123,162411.XSHE,162411,2016/5/20,0.567,2016/5/23,0.567,CNY,0.567,0.005,0.8897,0.8897,27287
1124,162411.XSHE,162411,2016/5/23,0.565,2016/5/24,0.565,CNY,0.565,-0.002,-0.3527,-0.3527,27287
1125,162411.XSHE,162411,2016/5/24,0.569,2016/5/25,0.569,CNY,0.569,0.004,0.708,0.708,27287
1126,162411.XSHE,162411,2016/5/25,0.588,2016/5/27,0.588,CNY,0.588,0.019,3.3392,3.3392,27287
1127,162411.XSHE,162411,2016/5/26,0.583,2016/5/27,0.583,CNY,0.583,-0.005,-0.8503,-0.8503,27287
1128,162411.XSHE,162411,2016/5/27,0.579,2016/5/30,0.579,CNY,0.579,-0.004,-0.6861,-0.6861,27287
1129,162411.XSHE,162411,2016/5/30,0.582,2016/5/31,0.582,CNY,0.582,0.003,0.5181,0.5181,27287
1130,162411.XSHE,162411,2016/5/31,0.586,2016/6/1,0.586,CNY,0.586,0.004,0.6873,0.6873,27287
1131,162411.XSHE,162411,2016/6/1,0.593,2016/6/2,0.593,CNY,0.593,0.007,1.1945,1.1945,27287
1132,162411.XSHE,162411,2016/6/2,0.593,2016/6/3,0.593,CNY,0.593,0,0,0,27287
1133,162411.XSHE,162411,2016/6/3,0.587,2016/6/6,0.587,CNY,0.587,-0.006,-1.0118,-1.0118,27287
1134,162411.XSHE,162411,2016/6/6,0.6,2016/6/7,0.6,CNY,0.6,0.013,2.2147,2.2147,27287
1135,162411.XSHE,162411,2016/6/7,0.617,2016/6/8,0.617,CNY,0.617,0.017,2.8333,2.8333,27287
1136,162411.XSHE,162411,2016/6/8,0.611,2016/6/13,0.611,CNY,0.611,-0.006,-0.9724,-0.9724,27287
1137,162411.XSHE,162411,2016/6/13,0.577,2016/6/14,0.577,CNY,0.577,-0.034,-5.5646,-5.5646,27287
1138,162411.XSHE,162411,2016/6/14,0.578,2016/6/15,0.578,CNY,0.578,0.001,0.1733,0.1733,27287
1139,162411.XSHE,162411,2016/6/15,0.58,2016/6/16,0.58,CNY,0.58,0.002,0.346,0.346,27287
1140,162411.XSHE,162411,2016/6/16,0.563,2016/6/17,0.563,CNY,0.563,-0.017,-2.931,-2.931,27287
1141,162411.XSHE,162411,2016/6/17,0.579,2016/6/20,0.579,CNY,0.579,0.016,2.8419,2.8419,27287
1142,162411.XSHE,162411,2016/6/20,0.588,2016/6/21,0.588,CNY,0.588,0.009,1.5544,1.5544,27287
1143,162411.XSHE,162411,2016/6/21,0.597,2016/6/22,0.597,CNY,0.597,0.009,1.5306,1.5306,27287
1144,162411.XSHE,162411,2016/6/22,0.594,2016/6/23,0.594,CNY,0.594,-0.003,-0.5025,-0.5025,27287
1145,162411.XSHE,162411,2016/6/23,0.602,2016/6/24,0.602,CNY,0.602,0.008,1.3468,1.3468,27287
1146,162411.XSHE,162411,2016/6/24,0.571,2016/6/27,0.571,CNY,0.571,-0.031,-5.1495,-5.1495,27287
1147,162411.XSHE,162411,2016/6/27,0.547,2016/6/28,0.547,CNY,0.547,-0.024,-4.2032,-4.2032,27287
1148,162411.XSHE,162411,2016/6/28,0.574,2016/6/29,0.574,CNY,0.574,0.027,4.936,4.936,27287
1149,162411.XSHE,162411,2016/6/29,0.583,2016/6/30,0.583,CNY,0.583,0.009,1.5679,1.5679,27287
1150,162411.XSHE,162411,2016/6/30,0.578,2016/7/1,0.578,CNY,0.578,-0.005,-0.8576,-0.8576,27287
1151,162411.XSHE,162411,2016/7/1,0.591,2016/7/4,0.591,CNY,0.591,0.013,2.2491,2.2491,27287
1152,162411.XSHE,162411,2016/7/4,0.59,2016/7/5,0.59,CNY,0.59,-0.001,-0.1692,-0.1692,27287
1153,162411.XSHE,162411,2016/7/5,0.569,2016/7/6,0.569,CNY,0.569,-0.021,-3.5593,-3.5593,27287
1154,162411.XSHE,162411,2016/7/6,0.575,2016/7/7,0.575,CNY,0.575,0.006,1.0545,1.0545,27287
1155,162411.XSHE,162411,2016/7/7,0.564,2016/7/8,0.564,CNY,0.564,-0.011,-1.913,-1.913,27287
1156,162411.XSHE,162411,2016/7/8,0.575,2016/7/12,0.575,CNY,0.575,0.011,1.9504,1.9504,27287
1157,162411.XSHE,162411,2016/7/11,0.573,2016/7/13,0.573,CNY,0.573,-0.002,-0.3478,-0.3478,27287
1158,162411.XSHE,162411,2016/7/12,0.6,2016/7/13,0.6,CNY,0.6,0.027,4.712,4.712,27287
1159,162411.XSHE,162411,2016/7/13,0.588,2016/7/14,0.588,CNY,0.588,-0.012,-2,-2,27287
1160,162411.XSHE,162411,2016/7/14,0.586,2016/7/15,0.586,CNY,0.586,-0.002,-0.3401,-0.3401,27287
1161,162411.XSHE,162411,2016/7/15,0.583,2016/7/18,0.583,CNY,0.583,-0.003,-0.5119,-0.5119,27287
1162,162411.XSHE,162411,2016/7/18,0.587,2016/7/19,0.587,CNY,0.587,0.004,0.6861,0.6861,27287
1163,162411.XSHE,162411,2016/7/19,0.581,2016/7/20,0.581,CNY,0.581,-0.006,-1.0221,-1.0221,27287
1164,162411.XSHE,162411,2016/7/20,0.581,2016/7/21,0.581,CNY,0.581,0,0,0,27287
1165,162411.XSHE,162411,2016/7/21,0.571,2016/7/22,0.571,CNY,0.571,-0.01,-1.7212,-1.7212,27287
1166,162411.XSHE,162411,2016/7/22,0.57,2016/7/25,0.57,CNY,0.57,-0.001,-0.1751,-0.1751,27287
1167,162411.XSHE,162411,2016/7/25,0.558,2016/7/26,0.558,CNY,0.558,-0.012,-2.1053,-2.1053,27287
1168,162411.XSHE,162411,2016/7/26,0.568,2016/7/27,0.568,CNY,0.568,0.01,1.7921,1.7921,27287
1169,162411.XSHE,162411,2016/7/27,0.555,2016/7/28,0.555,CNY,0.555,-0.013,-2.2887,-2.2887,27287
1170,162411.XSHE,162411,2016/7/28,0.557,2016/7/29,0.557,CNY,0.557,0.002,0.3604,0.3604,27287
1171,162411.XSHE,162411,2016/7/29,0.57,2016/8/1,0.57,CNY,0.57,0.013,2.3339,2.3339,27287
1172,162411.XSHE,162411,2016/8/1,0.545,2016/8/2,0.545,CNY,0.545,-0.025,-4.386,-4.386,27287
1173,162411.XSHE,162411,2016/8/2,0.55,2016/8/3,0.55,CNY,0.55,0.005,0.9174,0.9174,27287
1174,162411.XSHE,162411,2016/8/3,0.569,2016/8/4,0.569,CNY,0.569,0.019,3.4545,3.4545,27287
1175,162411.XSHE,162411,2016/8/4,0.574,2016/8/5,0.574,CNY,0.574,0.005,0.8787,0.8787,27287
1176,162411.XSHE,162411,2016/8/5,0.582,2016/8/9,0.582,CNY,0.582,0.008,1.3937,1.3937,27287
1177,162411.XSHE,162411,2016/8/8,0.595,2016/8/9,0.595,CNY,0.595,0.013,2.2337,2.2337,27287
1178,162411.XSHE,162411,2016/8/9,0.588,2016/8/10,0.588,CNY,0.588,-0.007,-1.1765,-1.1765,27287
1179,162411.XSHE,162411,2016/8/10,0.58,2016/8/11,0.58,CNY,0.58,-0.008,-1.3605,-1.3605,27287
1180,162411.XSHE,162411,2016/8/11,0.592,2016/8/12,0.592,CNY,0.592,0.012,2.069,2.069,27287
1181,162411.XSHE,162411,2016/8/12,0.599,2016/8/15,0.599,CNY,0.599,0.007,1.1824,1.1824,27287
1182,162411.XSHE,162411,2016/8/15,0.61,2016/8/16,0.61,CNY,0.61,0.011,1.8364,1.8364,27287
1183,162411.XSHE,162411,2016/8/16,0.609,2016/8/17,0.609,CNY,0.609,-0.001,-0.1639,-0.1639,27287
1184,162411.XSHE,162411,2016/8/17,0.607,2016/8/18,0.607,CNY,0.607,-0.002,-0.3284,-0.3284,27287
1185,162411.XSHE,162411,2016/8/18,0.627,2016/8/19,0.627,CNY,0.627,0.02,3.2949,3.2949,27287
1186,162411.XSHE,162411,2016/8/19,0.621,2016/8/22,0.621,CNY,0.621,-0.006,-0.9569,-0.9569,27287
1187,162411.XSHE,162411,2016/8/22,0.614,2016/8/23,0.614,CNY,0.614,-0.007,-1.1272,-1.1272,27287
1188,162411.XSHE,162411,2016/8/23,0.623,2016/8/24,0.623,CNY,0.623,0.009,1.4658,1.4658,27287
1189,162411.XSHE,162411,2016/8/24,0.615,2016/8/25,0.615,CNY,0.615,-0.008,-1.2841,-1.2841,27287
1190,162411.XSHE,162411,2016/8/25,0.617,2016/8/26,0.617,CNY,0.617,0.002,0.3252,0.3252,27287
1191,162411.XSHE,162411,2016/8/26,0.618,2016/8/29,0.618,CNY,0.618,0.001,0.1621,0.1621,27287
1192,162411.XSHE,162411,2016/8/29,0.627,2016/8/30,0.627,CNY,0.627,0.009,1.4563,1.4563,27287
1193,162411.XSHE,162411,2016/8/30,0.626,2016/8/31,0.626,CNY,0.626,-0.001,-0.1595,-0.1595,27287
1194,162411.XSHE,162411,2016/8/31,0.614,2016/9/1,0.614,CNY,0.614,-0.012,-1.9169,-1.9169,27287
1195,162411.XSHE,162411,2016/9/1,0.611,2016/9/2,0.611,CNY,0.611,-0.003,-0.4886,-0.4886,27287
1196,162411.XSHE,162411,2016/9/2,0.622,2016/9/5,0.622,CNY,0.622,0.011,1.8003,1.8003,27287
1197,162411.XSHE,162411,2016/9/5,0.623,2016/9/6,0.623,CNY,0.623,0.001,0.1608,0.1608,27287
1198,162411.XSHE,162411,2016/9/6,0.629,2016/9/7,0.629,CNY,0.629,0.006,0.9631,0.9631,27287
1199,162411.XSHE,162411,2016/9/7,0.633,2016/9/8,0.633,CNY,0.633,0.004,0.6359,0.6359,27287
1200,162411.XSHE,162411,2016/9/8,0.649,2016/9/9,0.649,CNY,0.649,0.016,2.5276,2.5276,27287
1201,162411.XSHE,162411,2016/9/9,0.629,2016/9/12,0.629,CNY,0.629,-0.02,-3.0817,-3.0817,27287
1202,162411.XSHE,162411,2016/9/12,0.638,2016/9/13,0.638,CNY,0.638,0.009,1.4308,1.4308,27287
1203,162411.XSHE,162411,2016/9/13,0.61,2016/9/14,0.61,CNY,0.61,-0.028,-4.3887,-4.3887,27287
1204,162411.XSHE,162411,2016/9/14,0.597,2016/9/20,0.597,CNY,0.597,-0.013,-2.1311,-2.1311,27287
1205,162411.XSHE,162411,2016/9/19,0.603,2016/9/20,0.603,CNY,0.603,0.006,1.005,1.005,27287
1206,162411.XSHE,162411,2016/9/20,0.592,2016/9/21,0.592,CNY,0.592,-0.011,-1.8242,-1.8242,27287
1207,162411.XSHE,162411,2016/9/21,0.614,2016/9/22,0.614,CNY,0.614,0.022,3.7162,3.7162,27287
1208,162411.XSHE,162411,2016/9/22,0.617,2016/9/23,0.617,CNY,0.617,0.003,0.4886,0.4886,27287
1209,162411.XSHE,162411,2016/9/23,0.602,2016/9/26,0.602,CNY,0.602,-0.015,-2.4311,-2.4311,27287
1210,162411.XSHE,162411,2016/9/26,0.602,2016/9/27,0.602,CNY,0.602,0,0,0,27287
1211,162411.XSHE,162411,2016/9/27,0.588,2016/9/28,0.588,CNY,0.588,-0.014,-2.3256,-2.3256,27287
1212,162411.XSHE,162411,2016/9/28,0.623,2016/9/29,0.623,CNY,0.623,0.035,5.9524,5.9524,27287
1213,162411.XSHE,162411,2016/9/29,0.629,2016/9/30,0.629,CNY,0.629,0.006,0.9631,0.9631,27287
1214,162411.XSHE,162411,2016/9/30,0.64,2016/10/11,0.64,CNY,0.64,0.011,1.7488,1.7488,27287
1215,162411.XSHE,162411,2016/10/10,0.653,2016/10/11,0.653,CNY,0.653,0.013,2.0313,2.0313,27287
1216,162411.XSHE,162411,2016/10/11,0.646,2016/10/12,0.646,CNY,0.646,-0.007,-1.072,-1.072,27287
1217,162411.XSHE,162411,2016/10/12,0.641,2016/10/13,0.641,CNY,0.641,-0.005,-0.774,-0.774,27287
1218,162411.XSHE,162411,2016/10/13,0.638,2016/10/14,0.638,CNY,0.638,-0.003,-0.468,-0.468,27287
1219,162411.XSHE,162411,2016/10/14,0.63,2016/10/17,0.63,CNY,0.63,-0.008,-1.2539,-1.2539,27287
1220,162411.XSHE,162411,2016/10/17,0.628,2016/10/18,0.628,CNY,0.628,-0.002,-0.3175,-0.3175,27287
1221,162411.XSHE,162411,2016/10/18,0.627,2016/10/19,0.627,CNY,0.627,-0.001,-0.1592,-0.1592,27287
1222,162411.XSHE,162411,2016/10/19,0.638,2016/10/20,0.638,CNY,0.638,0.011,1.7544,1.7544,27287
1223,162411.XSHE,162411,2016/10/20,0.639,2016/10/21,0.639,CNY,0.639,0.001,0.1567,0.1567,27287
1224,162411.XSHE,162411,2016/10/21,0.638,2016/10/24,0.638,CNY,0.638,-0.001,-0.1565,-0.1565,27287
1225,162411.XSHE,162411,2016/10/24,0.632,2016/10/25,0.632,CNY,0.632,-0.006,-0.9404,-0.9404,27287
1226,162411.XSHE,162411,2016/10/25,0.621,2016/10/26,0.621,CNY,0.621,-0.011,-1.7405,-1.7405,27287
1227,162411.XSHE,162411,2016/10/26,0.621,2016/10/27,0.621,CNY,0.621,0,0,0,27287
1228,162411.XSHE,162411,2016/10/27,0.622,2016/10/28,0.622,CNY,0.622,0.001,0.161,0.161,27287
1229,162411.XSHE,162411,2016/10/28,0.613,2016/10/31,0.613,CNY,0.613,-0.009,-1.4469,-1.4469,27287
1230,162411.XSHE,162411,2016/10/31,0.598,2016/11/1,0.598,CNY,0.598,-0.015,-2.447,-2.447,27287
1231,162411.XSHE,162411,2016/11/1,0.599,2016/11/2,0.599,CNY,0.599,0.001,0.1672,0.1672,27287
1232,162411.XSHE,162411,2016/11/2,0.588,2016/11/3,0.588,CNY,0.588,-0.011,-1.8364,-1.8364,27287
1233,162411.XSHE,162411,2016/11/3,0.591,2016/11/4,0.591,CNY,0.591,0.003,0.5102,0.5102,27287
1234,162411.XSHE,162411,2016/11/4,0.587,2016/11/7,0.587,CNY,0.587,-0.004,-0.6768,-0.6768,27287
1235,162411.XSHE,162411,2016/11/7,0.601,2016/11/8,0.601,CNY,0.601,0.014,2.385,2.385,27287
1236,162411.XSHE,162411,2016/11/8,0.6,2016/11/9,0.6,CNY,0.6,-0.001,-0.1664,-0.1664,27287
1237,162411.XSHE,162411,2016/11/9,0.626,2016/11/10,0.626,CNY,0.626,0.026,4.3333,4.3333,27287
1238,162411.XSHE,162411,2016/11/10,0.625,2016/11/11,0.625,CNY,0.625,-0.001,-0.1597,-0.1597,27287
1239,162411.XSHE,162411,2016/11/11,0.619,2016/11/14,0.619,CNY,0.619,-0.006,-0.96,-0.96,27287
1240,162411.XSHE,162411,2016/11/14,0.628,2016/11/15,0.628,CNY,0.628,0.009,1.454,1.454,27287
1241,162411.XSHE,162411,2016/11/15,0.656,2016/11/16,0.656,CNY,0.656,0.028,4.4586,4.4586,27287
1242,162411.XSHE,162411,2016/11/16,0.651,2016/11/17,0.651,CNY,0.651,-0.005,-0.7622,-0.7622,27287
1243,162411.XSHE,162411,2016/11/17,0.652,2016/11/18,0.652,CNY,0.652,0.001,0.1536,0.1536,27287
1244,162411.XSHE,162411,2016/11/18,0.656,2016/11/21,0.656,CNY,0.656,0.004,0.6135,0.6135,27287
1245,162411.XSHE,162411,2016/11/21,0.686,2016/11/22,0.686,CNY,0.686,0.03,4.5732,4.5732,27287
1246,162411.XSHE,162411,2016/11/22,0.682,2016/11/23,0.682,CNY,0.682,-0.004,-0.5831,-0.5831,27287
1247,162411.XSHE,162411,2016/11/23,0.689,2016/11/24,0.689,CNY,0.689,0.007,1.0264,1.0264,27287
1248,162411.XSHE,162411,2016/11/24,0.691,2016/11/25,0.691,CNY,0.691,0.002,0.2903,0.2903,27287
1249,162411.XSHE,162411,2016/11/25,0.682,2016/11/28,0.682,CNY,0.682,-0.009,-1.3025,-1.3025,27287
1250,162411.XSHE,162411,2016/11/28,0.659,2016/11/29,0.659,CNY,0.659,-0.023,-3.3724,-3.3724,27287
1251,162411.XSHE,162411,2016/11/29,0.644,2016/11/30,0.644,CNY,0.644,-0.015,-2.2762,-2.2762,27287
1252,162411.XSHE,162411,2016/11/30,0.715,2016/12/1,0.715,CNY,0.715,0.071,11.0248,11.0248,27287
1253,162411.XSHE,162411,2016/12/1,0.719,2016/12/2,0.719,CNY,0.719,0.004,0.5594,0.5594,27287
1254,162411.XSHE,162411,2016/12/2,0.716,2016/12/5,0.716,CNY,0.716,-0.003,-0.4172,-0.4172,27287
1255,162411.XSHE,162411,2016/12/5,0.725,2016/12/7,0.725,CNY,0.725,0.009,1.257,1.257,27287
1256,162411.XSHE,162411,2016/12/6,0.725,2016/12/8,0.725,CNY,0.725,0,0,0,27287
1257,162411.XSHE,162411,2016/12/7,0.731,2016/12/9,0.731,CNY,0.731,0.006,0.8276,0.8276,27287
1258,162411.XSHE,162411,2016/12/8,0.738,2016/12/10,0.738,CNY,0.738,0.007,0.9576,0.9576,27287
1259,162411.XSHE,162411,2016/12/9,0.738,2016/12/13,0.738,CNY,0.738,0,0,0,27287
1260,162411.XSHE,162411,2016/12/12,0.734,2016/12/14,0.734,CNY,0.734,-0.004,-0.542,-0.542,27287
1261,162411.XSHE,162411,2016/12/13,0.741,2016/12/14,0.741,CNY,0.741,0.007,0.9537,0.9537,27287
1262,162411.XSHE,162411,2016/12/14,0.715,2016/12/15,0.715,CNY,0.715,-0.026,-3.5088,-3.5088,27287
1263,162411.XSHE,162411,2016/12/15,0.721,2016/12/17,0.721,CNY,0.721,0.006,0.8392,0.8392,27287
1264,162411.XSHE,162411,2016/12/16,0.724,2016/12/20,0.724,CNY,0.724,0.003,0.4161,0.4161,27287
1265,162411.XSHE,162411,2016/12/19,0.726,2016/12/21,0.726,CNY,0.726,0.002,0.2762,0.2762,27287
1266,162411.XSHE,162411,2016/12/20,0.725,2016/12/22,0.725,CNY,0.725,-0.001,-0.1377,-0.1377,27287
1267,162411.XSHE,162411,2016/12/21,0.724,2016/12/23,0.724,CNY,0.724,-0.001,-0.1379,-0.1379,27287
1268,162411.XSHE,162411,2016/12/22,0.727,2016/12/24,0.727,CNY,0.727,0.003,0.4144,0.4144,27287
1269,162411.XSHE,162411,2016/12/23,0.728,2016/12/27,0.728,CNY,0.728,0.001,0.1376,0.1376,27287
1270,162411.XSHE,162411,2016/12/26,0.728,2016/12/28,0.728,CNY,0.728,0,0,0,27287
1271,162411.XSHE,162411,2016/12/27,0.732,2016/12/28,0.732,CNY,0.732,0.004,0.5495,0.5495,27287
1272,162411.XSHE,162411,2016/12/28,0.724,2016/12/30,0.724,CNY,0.724,-0.008,-1.0929,-1.0929,27287
1273,162411.XSHE,162411,2016/12/29,0.719,2016/12/31,0.719,CNY,0.719,-0.005,-0.6906,-0.6906,27287
1274,162411.XSHE,162411,2016/12/30,0.714,2017/1/4,0.714,CNY,0.714,-0.005,-0.6954,-0.6954,27287
1275,162411.XSHE,162411,2017/1/3,0.725,2017/1/4,0.725,CNY,0.725,0.011,1.5406,1.5406,27287
1276,162411.XSHE,162411,2017/1/4,0.728,2017/1/4,0.728,CNY,0.728,0.003,0.4138,0.4138,27287
1277,162411.XSHE,162411,2017/1/5,0.724,2017/1/6,0.724,CNY,0.724,-0.004,-0.5495,-0.5495,27287
1278,162411.XSHE,162411,2017/1/6,0.712,2017/1/6,0.712,CNY,0.712,-0.012,-1.6575,-1.6575,27287
1279,162411.XSHE,162411,2017/1/9,0.7,2017/1/9,0.7,CNY,0.7,-0.012,-1.6854,-1.6854,27287
1280,162411.XSHE,162411,2017/1/10,0.699,2017/1/10,0.699,CNY,0.699,-0.001,-0.1429,-0.1429,27287
1281,162411.XSHE,162411,2017/1/11,0.706,2017/1/11,0.706,CNY,0.706,0.007,1.0014,1.0014,27287
1282,162411.XSHE,162411,2017/1/12,0.7,2017/1/13,0.7,CNY,0.7,-0.006,-0.8499,-0.8499,27287
1283,162411.XSHE,162411,2017/1/13,0.694,2017/1/16,0.694,CNY,0.694,-0.006,-0.8571,-0.8571,27287
1284,162411.XSHE,162411,2017/1/16,0.694,2017/1/17,0.694,CNY,0.694,0,0,0,27287
1285,162411.XSHE,162411,2017/1/17,0.705,2017/1/18,0.705,CNY,0.705,0.011,1.585,1.585,27287
1286,162411.XSHE,162411,2017/1/18,0.699,2017/1/18,0.699,CNY,0.699,-0.006,-0.8511,-0.8511,27287
1287,162411.XSHE,162411,2017/1/19,0.697,2017/1/20,0.697,CNY,0.697,-0.002,-0.2861,-0.2861,27287
1288,162411.XSHE,162411,2017/1/20,0.702,2017/1/23,0.702,CNY,0.702,0.005,0.7174,0.7174,27287
1289,162411.XSHE,162411,2017/1/23,0.694,2017/1/23,0.694,CNY,0.694,-0.008,-1.1396,-1.1396,27287
1290,162411.XSHE,162411,2017/1/24,0.702,2017/1/25,0.702,CNY,0.702,0.008,1.1527,1.1527,27287
1291,162411.XSHE,162411,2017/1/25,0.709,2017/1/25,0.709,CNY,0.709,0.007,0.9972,0.9972,27287
1292,162411.XSHE,162411,2017/1/26,0.712,2017/2/4,0.712,CNY,0.712,0.003,0.4231,0.4231,27287
1293,162411.XSHE,162411,2017/2/3,0.693,2017/2/3,0.693,CNY,0.693,-0.019,-2.6685,-2.6685,27287
1294,162411.XSHE,162411,2017/2/6,0.684,2017/2/6,0.684,CNY,0.684,-0.009,-1.2987,-1.2987,27287
1295,162411.XSHE,162411,2017/2/7,0.668,2017/2/7,0.668,CNY,0.668,-0.016,-2.3392,-2.3392,27287
1296,162411.XSHE,162411,2017/2/8,0.672,2017/2/8,0.672,CNY,0.672,0.004,0.5988,0.5988,27287
1297,162411.XSHE,162411,2017/2/9,0.682,2017/2/9,0.682,CNY,0.682,0.01,1.4881,1.4881,27287
1298,162411.XSHE,162411,2017/2/10,0.69,2017/2/10,0.69,CNY,0.69,0.008,1.173,1.173,27287
1299,162411.XSHE,162411,2017/2/13,0.685,2017/2/14,0.685,CNY,0.685,-0.005,-0.7246,-0.7246,27287
1300,162411.XSHE,162411,2017/2/14,0.691,2017/2/14,0.691,CNY,0.691,0.006,0.8759,0.8759,27287
1301,162411.XSHE,162411,2017/2/15,0.686,2017/2/15,0.686,CNY,0.686,-0.005,-0.7236,-0.7236,27287
