,secID,ticker,endDate,NAV,publishDate,ACCUM_NAV,currencyCd,ADJUST_NAV,navChg,navChgPct,adjNavChgPct,partyID
529,162411.XSHE,162411,2013/12/13,1.075,2013/12/16,1.075,CNY,1.075,-0.002,-0.1857,-0.1857,27287
530,162411.XSHE,162411,2013/12/16,1.081,2013/12/17,1.081,CNY,1.081,0.006,0.5581,0.5581,27287
531,162411.XSHE,162411,2013/12/17,1.081,2013/12/18,1.081,CNY,1.081,0,0,0,27287
532,162411.XSHE,162411,2013/12/18,1.087,2013/12/19,1.087,CNY,1.087,0.006,0.555,0.555,27287
533,162411.XSHE,162411,2013/12/19,1.1,2013/12/20,1.1,CNY,1.1,0.013,1.196,1.196,27287
534,162411.XSHE,162411,2013/12/20,1.114,2013/12/23,1.114,CNY,1.114,0.014,1.2727,1.2727,27287
535,162411.XSHE,162411,2013/12/23,1.119,2013/12/24,1.119,CNY,1.119,0.005,0.4488,0.4488,27287
536,162411.XSHE,162411,2013/12/24,1.124,2013/12/25,1.124,CNY,1.124,0.005,0.4468,0.4468,27287
537,162411.XSHE,162411,2013/12/25,1.124,2013/12/27,1.124,CNY,1.124,0,0,0,27287
538,162411.XSHE,162411,2013/12/26,1.118,2013/12/27,1.118,CNY,1.118,-0.006,-0.5338,-0.5338,27287
539,162411.XSHE,162411,2013/12/27,1.127,2013/12/30,1.127,CNY,1.127,0.009,0.805,0.805,27287
540,162411.XSHE,162411,2013/12/30,1.11,2013/12/31,1.11,CNY,1.11,-0.017,-1.5084,-1.5084,27287
541,162411.XSHE,162411,2013/12/31,1.12,2014/1/3,1.12,CNY,1.12,0.01,0.9009,0.9009,27287
542,162411.XSHE,162411,2014/1/2,1.098,2014/1/3,1.098,CNY,1.098,-0.022,-1.9643,-1.9643,27287
543,162411.XSHE,162411,2014/1/3,1.09,2014/1/7,1.09,CNY,1.09,-0.008,-0.7286,-0.7286,27287
544,162411.XSHE,162411,2014/1/6,1.084,2014/1/7,1.084,CNY,1.084,-0.006,-0.5505,-0.5505,27287
545,162411.XSHE,162411,2014/1/7,1.093,2014/1/8,1.093,CNY,1.093,0.009,0.8303,0.8303,27287
546,162411.XSHE,162411,2014/1/8,1.089,2014/1/9,1.089,CNY,1.089,-0.004,-0.366,-0.366,27287
547,162411.XSHE,162411,2014/1/9,1.085,2014/1/10,1.085,CNY,1.085,-0.004,-0.3673,-0.3673,27287
548,162411.XSHE,162411,2014/1/10,1.089,2014/1/13,1.089,CNY,1.089,0.004,0.3687,0.3687,27287
549,162411.XSHE,162411,2014/1/13,1.059,2014/1/14,1.059,CNY,1.059,-0.03,-2.7548,-2.7548,27287
550,162411.XSHE,162411,2014/1/14,1.08,2014/1/15,1.08,CNY,1.08,0.021,1.983,1.983,27287
551,162411.XSHE,162411,2014/1/15,1.079,2014/1/16,1.079,CNY,1.079,-0.001,-0.0926,-0.0926,27287
552,162411.XSHE,162411,2014/1/16,1.091,2014/1/17,1.091,CNY,1.091,0.012,1.1121,1.1121,27287
553,162411.XSHE,162411,2014/1/17,1.08,2014/1/20,1.08,CNY,1.08,-0.011,-1.0082,-1.0082,27287
554,162411.XSHE,162411,2014/1/20,1.08,2014/1/22,1.08,CNY,1.08,0,0,0,27287
555,162411.XSHE,162411,2014/1/21,1.105,2014/1/22,1.105,CNY,1.105,0.025,2.3148,2.3148,27287
556,162411.XSHE,162411,2014/1/22,1.124,2014/1/23,1.124,CNY,1.124,0.019,1.7195,1.7195,27287
557,162411.XSHE,162411,2014/1/23,1.112,2014/1/24,1.112,CNY,1.112,-0.012,-1.0676,-1.0676,27287
558,162411.XSHE,162411,2014/1/24,1.088,2014/1/27,1.088,CNY,1.088,-0.024,-2.1583,-2.1583,27287
559,162411.XSHE,162411,2014/1/27,1.067,2014/1/28,1.067,CNY,1.067,-0.021,-1.9301,-1.9301,27287
560,162411.XSHE,162411,2014/1/28,1.085,2014/1/29,1.085,CNY,1.085,0.018,1.687,1.687,27287
561,162411.XSHE,162411,2014/1/29,1.078,2014/1/30,1.078,CNY,1.078,-0.007,-0.6452,-0.6452,27287
562,162411.XSHE,162411,2014/1/30,1.082,2014/2/7,1.082,CNY,1.082,0.004,0.3711,0.3711,27287
563,162411.XSHE,162411,2014/2/7,1.075,2014/2/10,1.075,CNY,1.075,-0.007,-0.647,-0.647,27287
564,162411.XSHE,162411,2014/2/10,1.068,2014/2/11,1.068,CNY,1.068,-0.007,-0.6512,-0.6512,27287
565,162411.XSHE,162411,2014/2/11,1.082,2014/2/12,1.082,CNY,1.082,0.014,1.3109,1.3109,27287
566,162411.XSHE,162411,2014/2/12,1.091,2014/2/13,1.091,CNY,1.091,0.009,0.8318,0.8318,27287
567,162411.XSHE,162411,2014/2/13,1.105,2014/2/14,1.105,CNY,1.105,0.014,1.2832,1.2832,27287
568,162411.XSHE,162411,2014/2/14,1.113,2014/2/17,1.113,CNY,1.113,0.008,0.724,0.724,27287
569,162411.XSHE,162411,2014/2/17,1.113,2014/2/19,1.113,CNY,1.113,0,0,0,27287
570,162411.XSHE,162411,2014/2/18,1.13,2014/2/19,1.13,CNY,1.13,0.017,1.5274,1.5274,27287
571,162411.XSHE,162411,2014/2/19,1.121,2014/2/20,1.121,CNY,1.121,-0.009,-0.7965,-0.7965,27287
572,162411.XSHE,162411,2014/2/20,1.126,2014/2/21,1.126,CNY,1.126,0.005,0.446,0.446,27287
573,162411.XSHE,162411,2014/2/21,1.126,2014/2/24,1.126,CNY,1.126,0,0,0,27287
574,162411.XSHE,162411,2014/2/24,1.153,2014/2/25,1.153,CNY,1.153,0.027,2.3979,2.3979,27287
575,162411.XSHE,162411,2014/2/25,1.146,2014/2/26,1.146,CNY,1.146,-0.007,-0.6071,-0.6071,27287
576,162411.XSHE,162411,2014/2/26,1.13,2014/2/27,1.13,CNY,1.13,-0.016,-1.3962,-1.3962,27287
577,162411.XSHE,162411,2014/2/27,1.128,2014/2/28,1.128,CNY,1.128,-0.002,-0.177,-0.177,27287
578,162411.XSHE,162411,2014/2/28,1.135,2014/3/3,1.135,CNY,1.135,0.007,0.6206,0.6206,27287
579,162411.XSHE,162411,2014/3/3,1.132,2014/3/4,1.132,CNY,1.132,-0.003,-0.2643,-0.2643,27287
580,162411.XSHE,162411,2014/3/4,1.153,2014/3/5,1.153,CNY,1.153,0.021,1.8551,1.8551,27287
581,162411.XSHE,162411,2014/3/5,1.141,2014/3/6,1.141,CNY,1.141,-0.012,-1.0408,-1.0408,27287
582,162411.XSHE,162411,2014/3/6,1.145,2014/3/7,1.145,CNY,1.145,0.004,0.3506,0.3506,27287
583,162411.XSHE,162411,2014/3/7,1.145,2014/3/10,1.145,CNY,1.145,0,0,0,27287
584,162411.XSHE,162411,2014/3/10,1.14,2014/3/11,1.14,CNY,1.14,-0.005,-0.4367,-0.4367,27287
585,162411.XSHE,162411,2014/3/11,1.116,2014/3/12,1.116,CNY,1.116,-0.024,-2.1053,-2.1053,27287
586,162411.XSHE,162411,2014/3/12,1.124,2014/3/13,1.124,CNY,1.124,0.008,0.7168,0.7168,27287
587,162411.XSHE,162411,2014/3/13,1.111,2014/3/14,1.111,CNY,1.111,-0.013,-1.1566,-1.1566,27287
588,162411.XSHE,162411,2014/3/14,1.126,2014/3/17,1.126,CNY,1.126,0.015,1.3501,1.3501,27287
589,162411.XSHE,162411,2014/3/17,1.125,2014/3/18,1.125,CNY,1.125,-0.001,-0.0888,-0.0888,27287
590,162411.XSHE,162411,2014/3/18,1.146,2014/3/19,1.146,CNY,1.146,0.021,1.8667,1.8667,27287
591,162411.XSHE,162411,2014/3/19,1.138,2014/3/20,1.138,CNY,1.138,-0.008,-0.6981,-0.6981,27287
592,162411.XSHE,162411,2014/3/20,1.149,2014/3/21,1.149,CNY,1.149,0.011,0.9666,0.9666,27287
593,162411.XSHE,162411,2014/3/21,1.155,2014/3/24,1.155,CNY,1.155,0.006,0.5222,0.5222,27287
594,162411.XSHE,162411,2014/3/24,1.147,2014/3/25,1.147,CNY,1.147,-0.008,-0.6926,-0.6926,27287
595,162411.XSHE,162411,2014/3/25,1.152,2014/3/26,1.152,CNY,1.152,0.005,0.4359,0.4359,27287
596,162411.XSHE,162411,2014/3/26,1.138,2014/3/27,1.138,CNY,1.138,-0.014,-1.2153,-1.2153,27287
597,162411.XSHE,162411,2014/3/27,1.156,2014/3/28,1.156,CNY,1.156,0.018,1.5817,1.5817,27287
598,162411.XSHE,162411,2014/3/28,1.173,2014/3/31,1.173,CNY,1.173,0.017,1.4706,1.4706,27287
599,162411.XSHE,162411,2014/3/31,1.175,2014/4/1,1.175,CNY,1.175,0.002,0.1705,0.1705,27287
600,162411.XSHE,162411,2014/4/1,1.182,2014/4/2,1.182,CNY,1.182,0.007,0.5957,0.5957,27287
601,162411.XSHE,162411,2014/4/2,1.196,2014/4/3,1.196,CNY,1.196,0.014,1.1844,1.1844,27287
602,162411.XSHE,162411,2014/4/3,1.202,2014/4/4,1.202,CNY,1.202,0.006,0.5017,0.5017,27287
603,162411.XSHE,162411,2014/4/4,1.191,2014/4/8,1.191,CNY,1.191,-0.011,-0.9151,-0.9151,27287
604,162411.XSHE,162411,2014/4/8,1.186,2014/4/9,1.186,CNY,1.186,-0.005,-0.4198,-0.4198,27287
605,162411.XSHE,162411,2014/4/9,1.197,2014/4/10,1.197,CNY,1.197,0.011,0.9275,0.9275,27287
606,162411.XSHE,162411,2014/4/10,1.18,2014/4/11,1.18,CNY,1.18,-0.017,-1.4202,-1.4202,27287
607,162411.XSHE,162411,2014/4/11,1.174,2014/4/14,1.174,CNY,1.174,-0.006,-0.5085,-0.5085,27287
608,162411.XSHE,162411,2014/4/14,1.198,2014/4/15,1.198,CNY,1.198,0.024,2.0443,2.0443,27287
609,162411.XSHE,162411,2014/4/15,1.219,2014/4/16,1.219,CNY,1.219,0.021,1.7529,1.7529,27287
610,162411.XSHE,162411,2014/4/16,1.238,2014/4/17,1.238,CNY,1.238,0.019,1.5587,1.5587,27287
611,162411.XSHE,162411,2014/4/17,1.256,2014/4/18,1.256,CNY,1.256,0.018,1.454,1.454,27287
612,162411.XSHE,162411,2014/4/18,1.256,2014/4/22,1.256,CNY,1.256,0,0,0,27287
613,162411.XSHE,162411,2014/4/21,1.263,2014/4/22,1.263,CNY,1.263,0.007,0.5573,0.5573,27287
614,162411.XSHE,162411,2014/4/22,1.261,2014/4/23,1.261,CNY,1.261,-0.002,-0.1584,-0.1584,27287
615,162411.XSHE,162411,2014/4/23,1.266,2014/4/24,1.266,CNY,1.266,0.005,0.3965,0.3965,27287
616,162411.XSHE,162411,2014/4/24,1.271,2014/4/25,1.271,CNY,1.271,0.005,0.3949,0.3949,27287
617,162411.XSHE,162411,2014/4/25,1.248,2014/4/28,1.248,CNY,1.248,-0.023,-1.8096,-1.8096,27287
618,162411.XSHE,162411,2014/4/28,1.246,2014/4/29,1.246,CNY,1.246,-0.002,-0.1603,-0.1603,27287
619,162411.XSHE,162411,2014/4/29,1.257,2014/4/30,1.257,CNY,1.257,0.011,0.8828,0.8828,27287
620,162411.XSHE,162411,2014/4/30,1.261,2014/5/5,1.261,CNY,1.261,0.004,0.3182,0.3182,27287
621,162411.XSHE,162411,2014/5/5,1.251,2014/5/6,1.251,CNY,1.251,-0.01,-0.793,-0.793,27287
622,162411.XSHE,162411,2014/5/6,1.247,2014/5/7,1.247,CNY,1.247,-0.004,-0.3197,-0.3197,27287
623,162411.XSHE,162411,2014/5/7,1.247,2014/5/8,1.247,CNY,1.247,0,0,0,27287
624,162411.XSHE,162411,2014/5/8,1.214,2014/5/9,1.214,CNY,1.214,-0.033,-2.6464,-2.6464,27287
625,162411.XSHE,162411,2014/5/9,1.212,2014/5/13,1.212,CNY,1.212,-0.002,-0.1647,-0.1647,27287
626,162411.XSHE,162411,2014/5/12,1.222,2014/5/13,1.222,CNY,1.222,0.01,0.8251,0.8251,27287
627,162411.XSHE,162411,2014/5/13,1.232,2014/5/14,1.232,CNY,1.232,0.01,0.8183,0.8183,27287
628,162411.XSHE,162411,2014/5/14,1.221,2014/5/15,1.221,CNY,1.221,-0.011,-0.8929,-0.8929,27287
629,162411.XSHE,162411,2014/5/15,1.208,2014/5/16,1.208,CNY,1.208,-0.013,-1.0647,-1.0647,27287
630,162411.XSHE,162411,2014/5/16,1.208,2014/5/19,1.208,CNY,1.208,0,0,0,27287
631,162411.XSHE,162411,2014/5/19,1.218,2014/5/20,1.218,CNY,1.218,0.01,0.8278,0.8278,27287
632,162411.XSHE,162411,2014/5/20,1.209,2014/5/21,1.209,CNY,1.209,-0.009,-0.7389,-0.7389,27287
633,162411.XSHE,162411,2014/5/21,1.229,2014/5/22,1.229,CNY,1.229,0.02,1.6543,1.6543,27287
634,162411.XSHE,162411,2014/5/22,1.226,2014/5/23,1.226,CNY,1.226,-0.003,-0.2441,-0.2441,27287
635,162411.XSHE,162411,2014/5/23,1.217,2014/5/26,1.217,CNY,1.217,-0.009,-0.7341,-0.7341,27287
636,162411.XSHE,162411,2014/5/26,1.217,2014/5/28,1.217,CNY,1.217,0,0,0,27287
637,162411.XSHE,162411,2014/5/27,1.229,2014/5/28,1.229,CNY,1.229,0.012,0.986,0.986,27287
638,162411.XSHE,162411,2014/5/28,1.243,2014/5/29,1.243,CNY,1.243,0.014,1.1391,1.1391,27287
639,162411.XSHE,162411,2014/5/29,1.263,2014/5/30,1.263,CNY,1.263,0.02,1.609,1.609,27287
640,162411.XSHE,162411,2014/5/30,1.252,2014/6/3,1.252,CNY,1.252,-0.011,-0.8709,-0.8709,27287
641,162411.XSHE,162411,2014/6/3,1.246,2014/6/4,1.246,CNY,1.246,-0.006,-0.4792,-0.4792,27287
642,162411.XSHE,162411,2014/6/4,1.249,2014/6/5,1.249,CNY,1.249,0.003,0.2408,0.2408,27287
643,162411.XSHE,162411,2014/6/5,1.26,2014/6/6,1.26,CNY,1.26,0.011,0.8807,0.8807,27287
644,162411.XSHE,162411,2014/6/6,1.266,2014/6/9,1.266,CNY,1.266,0.006,0.4762,0.4762,27287
645,162411.XSHE,162411,2014/6/9,1.267,2014/6/10,1.267,CNY,1.267,0.001,0.079,0.079,27287
646,162411.XSHE,162411,2014/6/10,1.26,2014/6/11,1.26,CNY,1.26,-0.007,-0.5525,-0.5525,27287
647,162411.XSHE,162411,2014/6/11,1.273,2014/6/12,1.273,CNY,1.273,0.013,1.0317,1.0317,27287
648,162411.XSHE,162411,2014/6/12,1.29,2014/6/13,1.29,CNY,1.29,0.017,1.3354,1.3354,27287
649,162411.XSHE,162411,2014/6/13,1.303,2014/6/16,1.303,CNY,1.303,0.013,1.0078,1.0078,27287
650,162411.XSHE,162411,2014/6/16,1.307,2014/6/17,1.307,CNY,1.307,0.004,0.307,0.307,27287
651,162411.XSHE,162411,2014/6/17,1.307,2014/6/18,1.307,CNY,1.307,0,0,0,27287
652,162411.XSHE,162411,2014/6/18,1.32,2014/6/19,1.32,CNY,1.32,0.013,0.9946,0.9946,27287
653,162411.XSHE,162411,2014/6/19,1.328,2014/6/20,1.328,CNY,1.328,0.008,0.6061,0.6061,27287
654,162411.XSHE,162411,2014/6/20,1.34,2014/6/23,1.34,CNY,1.34,0.012,0.9036,0.9036,27287
655,162411.XSHE,162411,2014/6/23,1.342,2014/6/24,1.342,CNY,1.342,0.002,0.1493,0.1493,27287
656,162411.XSHE,162411,2014/6/24,1.296,2014/6/25,1.296,CNY,1.296,-0.046,-3.4277,-3.4277,27287
657,162411.XSHE,162411,2014/6/25,1.312,2014/6/26,1.312,CNY,1.312,0.016,1.2346,1.2346,27287
658,162411.XSHE,162411,2014/6/26,1.308,2014/6/27,1.308,CNY,1.308,-0.004,-0.3049,-0.3049,27287
659,162411.XSHE,162411,2014/6/27,1.313,2014/6/30,1.313,CNY,1.313,0.005,0.3823,0.3823,27287
660,162411.XSHE,162411,2014/6/30,1.321,2014/7/2,1.321,CNY,1.321,0.008,0.6093,0.6093,27287
661,162411.XSHE,162411,2014/7/1,1.317,2014/7/2,1.317,CNY,1.317,-0.004,-0.3028,-0.3028,27287
662,162411.XSHE,162411,2014/7/2,1.31,2014/7/3,1.31,CNY,1.31,-0.007,-0.5315,-0.5315,27287
663,162411.XSHE,162411,2014/7/3,1.313,2014/7/5,1.313,CNY,1.313,0.003,0.229,0.229,27287
664,162411.XSHE,162411,2014/7/4,1.314,2014/7/8,1.314,CNY,1.314,0.001,0.0762,0.0762,27287
665,162411.XSHE,162411,2014/7/7,1.288,2014/7/8,1.288,CNY,1.288,-0.026,-1.9787,-1.9787,27287
666,162411.XSHE,162411,2014/7/8,1.285,2014/7/9,1.285,CNY,1.285,-0.003,-0.2329,-0.2329,27287
667,162411.XSHE,162411,2014/7/9,1.296,2014/7/10,1.296,CNY,1.296,0.011,0.856,0.856,27287
668,162411.XSHE,162411,2014/7/10,1.275,2014/7/11,1.275,CNY,1.275,-0.021,-1.6204,-1.6204,27287
669,162411.XSHE,162411,2014/7/11,1.257,2014/7/14,1.257,CNY,1.257,-0.018,-1.4118,-1.4118,27287
670,162411.XSHE,162411,2014/7/14,1.273,2014/7/15,1.273,CNY,1.273,0.016,1.2729,1.2729,27287
671,162411.XSHE,162411,2014/7/15,1.246,2014/7/16,1.246,CNY,1.246,-0.027,-2.121,-2.121,27287
672,162411.XSHE,162411,2014/7/16,1.269,2014/7/17,1.269,CNY,1.269,0.023,1.8459,1.8459,27287
673,162411.XSHE,162411,2014/7/17,1.243,2014/7/18,1.243,CNY,1.243,-0.026,-2.0489,-2.0489,27287
674,162411.XSHE,162411,2014/7/18,1.259,2014/7/22,1.259,CNY,1.259,0.016,1.2872,1.2872,27287
675,162411.XSHE,162411,2014/7/21,1.261,2014/7/22,1.261,CNY,1.261,0.002,0.1589,0.1589,27287
676,162411.XSHE,162411,2014/7/22,1.27,2014/7/23,1.27,CNY,1.27,0.009,0.7137,0.7137,27287
677,162411.XSHE,162411,2014/7/23,1.28,2014/7/24,1.28,CNY,1.28,0.01,0.7874,0.7874,27287
678,162411.XSHE,162411,2014/7/24,1.28,2014/7/25,1.28,CNY,1.28,0,0,0,27287
679,162411.XSHE,162411,2014/7/25,1.263,2014/7/28,1.263,CNY,1.263,-0.017,-1.3281,-1.3281,27287
680,162411.XSHE,162411,2014/7/28,1.248,2014/7/29,1.248,CNY,1.248,-0.015,-1.1876,-1.1876,27287
681,162411.XSHE,162411,2014/7/29,1.253,2014/7/30,1.253,CNY,1.253,0.005,0.4006,0.4006,27287
682,162411.XSHE,162411,2014/7/30,1.242,2014/7/31,1.242,CNY,1.242,-0.011,-0.8779,-0.8779,27287
683,162411.XSHE,162411,2014/7/31,1.212,2014/8/1,1.212,CNY,1.212,-0.03,-2.4155,-2.4155,27287
684,162411.XSHE,162411,2014/8/1,1.189,2014/8/4,1.189,CNY,1.189,-0.023,-1.8977,-1.8977,27287
685,162411.XSHE,162411,2014/8/4,1.221,2014/8/6,1.221,CNY,1.221,0.032,2.6913,2.6913,27287
686,162411.XSHE,162411,2014/8/5,1.189,2014/8/6,1.189,CNY,1.189,-0.032,-2.6208,-2.6208,27287
687,162411.XSHE,162411,2014/8/6,1.195,2014/8/7,1.195,CNY,1.195,0.006,0.5046,0.5046,27287
688,162411.XSHE,162411,2014/8/7,1.188,2014/8/8,1.188,CNY,1.188,-0.007,-0.5858,-0.5858,27287
689,162411.XSHE,162411,2014/8/8,1.22,2014/8/11,1.22,CNY,1.22,0.032,2.6936,2.6936,27287
690,162411.XSHE,162411,2014/8/11,1.22,2014/8/12,1.22,CNY,1.22,0,0,0,27287
691,162411.XSHE,162411,2014/8/12,1.197,2014/8/13,1.197,CNY,1.197,-0.023,-1.8852,-1.8852,27287
692,162411.XSHE,162411,2014/8/13,1.199,2014/8/14,1.199,CNY,1.199,0.002,0.1671,0.1671,27287
693,162411.XSHE,162411,2014/8/14,1.186,2014/8/16,1.186,CNY,1.186,-0.013,-1.0842,-1.0842,27287
694,162411.XSHE,162411,2014/8/15,1.203,2014/8/18,1.203,CNY,1.203,0.017,1.4334,1.4334,27287
695,162411.XSHE,162411,2014/8/18,1.209,2014/8/19,1.209,CNY,1.209,0.006,0.4988,0.4988,27287
696,162411.XSHE,162411,2014/8/19,1.221,2014/8/20,1.221,CNY,1.221,0.012,0.9926,0.9926,27287
697,162411.XSHE,162411,2014/8/20,1.224,2014/8/21,1.224,CNY,1.224,0.003,0.2457,0.2457,27287
698,162411.XSHE,162411,2014/8/21,1.234,2014/8/22,1.234,CNY,1.234,0.01,0.817,0.817,27287
699,162411.XSHE,162411,2014/8/22,1.226,2014/8/25,1.226,CNY,1.226,-0.008,-0.6483,-0.6483,27287
700,162411.XSHE,162411,2014/8/25,1.249,2014/8/26,1.249,CNY,1.249,0.023,1.876,1.876,27287
701,162411.XSHE,162411,2014/8/26,1.254,2014/8/27,1.254,CNY,1.254,0.005,0.4003,0.4003,27287
702,162411.XSHE,162411,2014/8/27,1.248,2014/8/28,1.248,CNY,1.248,-0.006,-0.4785,-0.4785,27287
703,162411.XSHE,162411,2014/8/28,1.253,2014/8/29,1.253,CNY,1.253,0.005,0.4006,0.4006,27287
704,162411.XSHE,162411,2014/8/29,1.27,2014/9/1,1.27,CNY,1.27,0.017,1.3567,1.3567,27287
705,162411.XSHE,162411,2014/9/1,1.27,2014/9/3,1.27,CNY,1.27,0,0,0,27287
706,162411.XSHE,162411,2014/9/2,1.247,2014/9/3,1.247,CNY,1.247,-0.023,-1.811,-1.811,27287
707,162411.XSHE,162411,2014/9/3,1.248,2014/9/4,1.248,CNY,1.248,0.001,0.0802,0.0802,27287
708,162411.XSHE,162411,2014/9/4,1.222,2014/9/5,1.222,CNY,1.222,-0.026,-2.0833,-2.0833,27287
709,162411.XSHE,162411,2014/9/5,1.235,2014/9/9,1.235,CNY,1.235,0.013,1.0638,1.0638,27287
710,162411.XSHE,162411,2014/9/9,1.194,2014/9/10,1.194,CNY,1.194,-0.041,-3.3198,-3.3198,27287
711,162411.XSHE,162411,2014/9/10,1.196,2014/9/11,1.196,CNY,1.196,0.002,0.1675,0.1675,27287
712,162411.XSHE,162411,2014/9/11,1.203,2014/9/12,1.203,CNY,1.203,0.007,0.5853,0.5853,27287
713,162411.XSHE,162411,2014/9/12,1.182,2014/9/16,1.182,CNY,1.182,-0.021,-1.7456,-1.7456,27287
714,162411.XSHE,162411,2014/9/15,1.183,2014/9/17,1.183,CNY,1.183,0.001,0.0846,0.0846,27287
715,162411.XSHE,162411,2014/9/16,1.202,2014/9/18,1.202,CNY,1.202,0.019,1.6061,1.6061,27287
716,162411.XSHE,162411,2014/9/17,1.199,2014/9/19,1.199,CNY,1.199,-0.003,-0.2496,-0.2496,27287
717,162411.XSHE,162411,2014/9/18,1.181,2014/9/20,1.181,CNY,1.181,-0.018,-1.5013,-1.5013,27287
718,162411.XSHE,162411,2014/9/19,1.167,2014/9/23,1.167,CNY,1.167,-0.014,-1.1854,-1.1854,27287
719,162411.XSHE,162411,2014/9/22,1.134,2014/9/24,1.134,CNY,1.134,-0.033,-2.8278,-2.8278,27287
720,162411.XSHE,162411,2014/9/23,1.133,2014/9/25,1.133,CNY,1.133,-0.001,-0.0882,-0.0882,27287
721,162411.XSHE,162411,2014/9/24,1.146,2014/9/26,1.146,CNY,1.146,0.013,1.1474,1.1474,27287
722,162411.XSHE,162411,2014/9/25,1.121,2014/9/27,1.121,CNY,1.121,-0.025,-2.1815,-2.1815,27287
723,162411.XSHE,162411,2014/9/26,1.138,2014/9/30,1.138,CNY,1.138,0.017,1.5165,1.5165,27287
724,162411.XSHE,162411,2014/9/29,1.15,2014/10/1,1.15,CNY,1.15,0.012,1.0545,1.0545,27287
725,162411.XSHE,162411,2014/9/30,1.114,2014/10/9,1.114,CNY,1.114,-0.036,-3.1304,-3.1304,27287
726,162411.XSHE,162411,2014/10/8,1.035,2014/10/10,1.035,CNY,1.035,-0.079,-7.0916,-7.0916,27287
727,162411.XSHE,162411,2014/10/9,0.979,2014/10/11,0.979,CNY,0.979,-0.056,-5.4106,-5.4106,27287
728,162411.XSHE,162411,2014/10/10,0.953,2014/10/14,0.953,CNY,0.953,-0.026,-2.6558,-2.6558,27287
729,162411.XSHE,162411,2014/10/13,0.899,2014/10/15,0.899,CNY,0.899,-0.054,-5.6663,-5.6663,27287
730,162411.XSHE,162411,2014/10/14,0.885,2014/10/16,0.885,CNY,0.885,-0.014,-1.5573,-1.5573,27287
731,162411.XSHE,162411,2014/10/15,0.919,2014/10/17,0.919,CNY,0.919,0.034,3.8418,3.8418,27287
732,162411.XSHE,162411,2014/10/16,0.959,2014/10/18,0.959,CNY,0.959,0.04,4.3526,4.3526,27287
733,162411.XSHE,162411,2014/10/17,0.937,2014/10/21,0.937,CNY,0.937,-0.022,-2.2941,-2.2941,27287
734,162411.XSHE,162411,2014/10/20,0.948,2014/10/22,0.948,CNY,0.948,0.011,1.174,1.174,27287
735,162411.XSHE,162411,2014/10/21,0.973,2014/10/23,0.973,CNY,0.973,0.025,2.6371,2.6371,27287
736,162411.XSHE,162411,2014/10/22,0.937,2014/10/24,0.937,CNY,0.937,-0.036,-3.6999,-3.6999,27287
737,162411.XSHE,162411,2014/10/23,0.963,2014/10/25,0.963,CNY,0.963,0.026,2.7748,2.7748,27287
738,162411.XSHE,162411,2014/10/24,0.952,2014/10/28,0.952,CNY,0.952,-0.011,-1.1423,-1.1423,27287
739,162411.XSHE,162411,2014/10/27,0.919,2014/10/29,0.919,CNY,0.919,-0.033,-3.4664,-3.4664,27287
740,162411.XSHE,162411,2014/10/28,0.958,2014/10/29,0.958,CNY,0.958,0.039,4.2437,4.2437,27287
741,162411.XSHE,162411,2014/10/29,0.968,2014/10/30,0.968,CNY,0.968,0.01,1.0438,1.0438,27287
742,162411.XSHE,162411,2014/10/30,0.954,2014/10/31,0.954,CNY,0.954,-0.014,-1.4463,-1.4463,27287
743,162411.XSHE,162411,2014/10/31,0.979,2014/11/3,0.979,CNY,0.979,0.025,2.6205,2.6205,27287
744,162411.XSHE,162411,2014/11/3,0.961,2014/11/4,0.961,CNY,0.961,-0.018,-1.8386,-1.8386,27287
745,162411.XSHE,162411,2014/11/4,0.925,2014/11/5,0.925,CNY,0.925,-0.036,-3.7461,-3.7461,27287
746,162411.XSHE,162411,2014/11/5,0.949,2014/11/6,0.949,CNY,0.949,0.024,2.5946,2.5946,27287
747,162411.XSHE,162411,2014/11/6,0.957,2014/11/7,0.957,CNY,0.957,0.008,0.843,0.843,27287
748,162411.XSHE,162411,2014/11/7,0.995,2014/11/10,0.995,CNY,0.995,0.038,3.9707,3.9707,27287
749,162411.XSHE,162411,2014/11/10,0.966,2014/11/11,0.966,CNY,0.966,-0.029,-2.9146,-2.9146,27287
750,162411.XSHE,162411,2014/11/11,0.977,2014/11/13,0.977,CNY,0.977,0.011,1.1387,1.1387,27287
751,162411.XSHE,162411,2014/11/12,0.971,2014/11/13,0.971,CNY,0.971,-0.006,-0.6141,-0.6141,27287
752,162411.XSHE,162411,2014/11/13,0.945,2014/11/14,0.945,CNY,0.945,-0.026,-2.6777,-2.6777,27287
753,162411.XSHE,162411,2014/11/14,0.966,2014/11/17,0.966,CNY,0.966,0.021,2.2222,2.2222,27287
754,162411.XSHE,162411,2014/11/17,0.943,2014/11/18,0.943,CNY,0.943,-0.023,-2.381,-2.381,27287
755,162411.XSHE,162411,2014/11/18,0.946,2014/11/19,0.946,CNY,0.946,0.003,0.3181,0.3181,27287
756,162411.XSHE,162411,2014/11/19,0.948,2014/11/20,0.948,CNY,0.948,0.002,0.2114,0.2114,27287
757,162411.XSHE,162411,2014/11/20,0.977,2014/11/21,0.977,CNY,0.977,0.029,3.0591,3.0591,27287
758,162411.XSHE,162411,2014/11/21,0.995,2014/11/24,0.995,CNY,0.995,0.018,1.8424,1.8424,27287
