0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,000300.ZICN,300,XSHG,2002,1,4,2002/1/4,,,,,1316.46,,,,,,
1,000300.ZICN,300,XSHG,2002,1,7,2002/1/7,1316.46,,,,1302.08,,,-14.38,-0.010923,,
2,000300.ZICN,300,XSHG,2002,1,8,2002/1/8,1302.08,,,,1292.71,,,-9.37,-0.007196,,
3,000300.ZICN,300,XSHG,2002,1,9,2002/1/9,1292.71,,,,1272.65,,,-20.06,-0.015518,,
4,000300.ZICN,300,XSHG,2002,1,10,2002/1/10,1272.65,,,,1281.26,,,8.61,0.006765,,
5,000300.ZICN,300,XSHG,2002,1,11,2002/1/11,1281.26,,,,1249.81,,,-31.45,-0.024546,,
6,000300.ZICN,300,XSHG,2002,1,14,2002/1/14,1249.81,,,,1205.15,,,-44.66,-0.035733,,
7,000300.ZICN,300,XSHG,2002,1,15,2002/1/15,1205.15,,,,1186.43,,,-18.72,-0.015533,,
8,000300.ZICN,300,XSHG,2002,1,16,2002/1/16,1186.43,,,,1201.88,,,15.45,0.013022,,
9,000300.ZICN,300,XSHG,2002,1,17,2002/1/17,1201.88,,,,1152.15,,,-49.73,-0.041377,,
10,000300.ZICN,300,XSHG,2002,1,18,2002/1/18,1152.15,,,,1149.48,,,-2.67,-0.002317,,
11,FALSE,300,XSHG,2002,1,21,2002/1/21,1149.48,,,,1108.61,,,-40.87,-0.035555,,
12,000300.ZICN,300,XSHG,2002,1,22,2002/1/22,1108.61,,,,1109.99,,,1.38,0.001245,,
13,000300.ZICN,300,XSHG,2002,1,23,2002/1/23,1109.99,,,,1183.15,,,73.16,0.065911,,
14,000300.ZICN,300,XSHG,2002,1,24,2002/1/24,1183.15,,,,1189.58,,,6.43,0.005435,,
15,000300.ZICN,300,XSHG,2002,1,25,2002/1/25,1189.58,,,,1189.43,,,-0.15,-0.000126,,
16,000300.ZICN,300,XSHG,2002,1,28,2002/1/28,1189.43,,,,1112.84,,,-76.59,-0.064392,,
17,000300.ZICN,300,XSHG,2002,1,29,2002/1/29,1112.84,,,,1140.38,,,27.54,0.024747,,
18,000300.ZICN,300,XSHG,2002,1,30,2002/1/30,1140.38,,,,1145.86,,,5.48,0.004805,,
19,000300.ZICN,300,XSHG,2002,1,31,2002/1/31,1145.86,,,,1221.76,,,75.9,0.066238,,
20,000300.ZICN,300,XSHG,2002,2,1,2002/2/1,1221.76,,,,1215.74,,,-6.02,-0.004927,,
21,000300.ZICN,300,XSHG,2002,2,4,2002/2/4,1215.74,,,,1236.97,,,21.23,0.017463,,
22,000300.ZICN,300,XSHG,2002,2,5,2002/2/5,1236.97,,,,1246.84,,,9.87,0.007979,,
23,000300.ZICN,300,XSHG,2002,2,6,2002/2/6,1246.84,,,,1216.79,,,-30.05,-0.024101,,
24,000300.ZICN,300,XSHG,2002,2,7,2002/2/7,1216.79,,,,1241.02,,,24.23,0.019913,,
25,000300.ZICN,300,XSHG,2002,2,8,2002/2/8,1241.02,,,,1235.09,,,-5.93,-0.004778,,
26,000300.ZICN,300,XSHG,2002,2,25,2002/2/25,1235.09,,,,1254.61,,,19.52,0.015805,,
27,000300.ZICN,300,XSHG,2002,2,26,2002/2/26,1254.61,,,,1253.12,,,-1.49,-0.001188,,
28,000300.ZICN,300,XSHG,2002,2,27,2002/2/27,1253.12,,,,1256,,,2.88,0.002298,,
29,000300.ZICN,300,XSHG,2002,2,28,2002/2/28,1256,,,,1244.6,,,-11.4,-0.009076,,
30,000300.ZICN,300,XSHG,2002,3,1,2002/3/1,1244.6,,,,1227.23,,,-17.37,-0.013956,,
31,000300.ZICN,300,XSHG,2002,3,4,2002/3/4,1227.23,,,,1245.87,,,18.64,0.015189,,
32,000300.ZICN,300,XSHG,2002,3,5,2002/3/5,1245.87,,,,1275.61,,,29.74,0.023871,,
33,000300.ZICN,300,XSHG,2002,3,6,2002/3/6,1275.61,,,,1288.44,,,12.83,0.010058,,
34,000300.ZICN,300,XSHG,2002,3,7,2002/3/7,1288.44,,,,1328.39,,,39.95,0.031006,,
35,000300.ZICN,300,XSHG,2002,3,8,2002/3/8,1328.39,,,,1351.85,,,23.46,0.01766,,
36,000300.ZICN,300,XSHG,2002,3,11,2002/3/11,1351.85,,,,1377.04,,,25.19,0.018634,,
37,000300.ZICN,300,XSHG,2002,3,12,2002/3/12,1377.04,,,,1362.4,,,-14.64,-0.010631,,
38,000300.ZICN,300,XSHG,2002,3,13,2002/3/13,1362.4,,,,1343.14,,,-19.26,-0.014137,,
39,000300.ZICN,300,XSHG,2002,3,14,2002/3/14,1343.14,,,,1376.33,,,33.19,0.024711,,
40,000300.ZICN,300,XSHG,2002,3,15,2002/3/15,1376.33,,,,1338.7,,,-37.63,-0.027341,,
41,000300.ZICN,300,XSHG,2002,3,18,2002/3/18,1338.7,,,,1341.91,,,3.21,0.002398,,
42,000300.ZICN,300,XSHG,2002,3,19,2002/3/19,1341.91,,,,1368.38,,,26.47,0.019726,,
43,000300.ZICN,300,XSHG,2002,3,20,2002/3/20,1368.38,,,,1382.42,,,14.04,0.01026,,
44,000300.ZICN,300,XSHG,2002,3,21,2002/3/21,1382.42,,,,1385.79,,,3.37,0.002438,,
45,000300.ZICN,300,XSHG,2002,3,22,2002/3/22,1385.79,,,,1369.9,,,-15.89,-0.011466,,
46,000300.ZICN,300,XSHG,2002,3,25,2002/3/25,1369.9,,,,1373.01,,,3.11,0.00227,,
47,000300.ZICN,300,XSHG,2002,3,26,2002/3/26,1373.01,,,,1350.01,,,-23,-0.016752,,
48,000300.ZICN,300,XSHG,2002,3,27,2002/3/27,1350.01,,,,1354.1,,,4.09,0.00303,,
49,000300.ZICN,300,XSHG,2002,3,28,2002/3/28,1354.1,,,,1352.53,,,-1.57,-0.001159,,
50,000300.ZICN,300,XSHG,2002,3,29,2002/3/29,1352.53,,,,1313.47,,,-39.06,-0.028879,,
51,000300.ZICN,300,XSHG,2002,4,1,2002/4/1,1313.47,,,,1317.58,,,4.11,0.003129,,
52,000300.ZICN,300,XSHG,2002,4,2,2002/4/2,1317.58,,,,1296.57,,,-21.01,-0.015946,,
53,000300.ZICN,300,XSHG,2002,4,3,2002/4/3,1296.57,,,,1302.25,,,5.68,0.004381,,
54,000300.ZICN,300,XSHG,2002,4,4,2002/4/4,1302.25,,,,1337.73,,,35.48,0.027245,,
55,000300.ZICN,300,XSHG,2002,4,5,2002/4/5,1337.73,,,,1332.2,,,-5.53,-0.004134,,
56,000300.ZICN,300,XSHG,2002,4,8,2002/4/8,1332.2,,,,1333.71,,,1.51,0.001133,,
57,000300.ZICN,300,XSHG,2002,4,9,2002/4/9,1333.71,,,,1357.74,,,24.03,0.018017,,
58,000300.ZICN,300,XSHG,2002,4,10,2002/4/10,1357.74,,,,1366.72,,,8.98,0.006614,,
59,000300.ZICN,300,XSHG,2002,4,11,2002/4/11,1366.72,,,,1344.73,,,-21.99,-0.01609,,
60,000300.ZICN,300,XSHG,2002,4,12,2002/4/12,1344.73,,,,1350.69,,,5.96,0.004432,,
61,000300.ZICN,300,XSHG,2002,4,15,2002/4/15,1350.69,,,,1344.58,,,-6.11,-0.004524,,
62,000300.ZICN,300,XSHG,2002,4,16,2002/4/16,1344.58,,,,1341.5,,,-3.08,-0.002291,,
63,000300.ZICN,300,XSHG,2002,4,17,2002/4/17,1341.5,,,,1341.77,,,0.27,0.000201,,
64,000300.ZICN,300,XSHG,2002,4,18,2002/4/18,1341.77,,,,1326.55,,,-15.22,-0.011343,,
65,000300.ZICN,300,XSHG,2002,4,19,2002/4/19,1326.55,,,,1330.64,,,4.09,0.003083,,
66,000300.ZICN,300,XSHG,2002,4,22,2002/4/22,1330.64,,,,1324.87,,,-5.77,-0.004336,,
67,000300.ZICN,300,XSHG,2002,4,23,2002/4/23,1324.87,,,,1318.66,,,-6.21,-0.004687,,
68,000300.ZICN,300,XSHG,2002,4,24,2002/4/24,1318.66,,,,1309.73,,,-8.93,-0.006772,,
69,000300.ZICN,300,XSHG,2002,4,25,2002/4/25,1309.73,,,,1312.48,,,2.75,0.0021,,
70,000300.ZICN,300,XSHG,2002,4,26,2002/4/26,1312.48,,,,1331.71,,,19.23,0.014652,,
71,000300.ZICN,300,XSHG,2002,4,29,2002/4/29,1331.71,,,,1349.79,,,18.08,0.013577,,
72,000300.ZICN,300,XSHG,2002,4,30,2002/4/30,1349.79,,,,1353.61,,,3.82,0.00283,,
73,000300.ZICN,300,XSHG,2002,5,8,2002/5/8,1353.61,,,,1342.29,,,-11.32,-0.008363,,
74,000300.ZICN,300,XSHG,2002,5,9,2002/5/9,1342.29,,,,1344.78,,,2.49,0.001855,,
75,000300.ZICN,300,XSHG,2002,5,10,2002/5/10,1344.78,,,,1335.45,,,-9.33,-0.006938,,
76,000300.ZICN,300,XSHG,2002,5,13,2002/5/13,1335.45,,,,1319.81,,,-15.64,-0.011711,,
77,000300.ZICN,300,XSHG,2002,5,14,2002/5/14,1319.81,,,,1311.68,,,-8.13,-0.00616,,
78,000300.ZICN,300,XSHG,2002,5,15,2002/5/15,1311.68,,,,1300.12,,,-11.56,-0.008813,,
79,000300.ZICN,300,XSHG,2002,5,16,2002/5/16,1300.12,,,,1261.52,,,-38.6,-0.02969,,
80,000300.ZICN,300,XSHG,2002,5,17,2002/5/17,1261.52,,,,1277.24,,,15.72,0.012461,,
81,000300.ZICN,300,XSHG,2002,5,20,2002/5/20,1277.24,,,,1258.83,,,-18.41,-0.014414,,
82,000300.ZICN,300,XSHG,2002,5,21,2002/5/21,1258.83,,,,1298.88,,,40.05,0.031815,,
83,000300.ZICN,300,XSHG,2002,5,22,2002/5/22,1298.88,,,,1280.16,,,-18.72,-0.014412,,
84,000300.ZICN,300,XSHG,2002,5,23,2002/5/23,1280.16,,,,1284.84,,,4.68,0.003656,,
85,000300.ZICN,300,XSHG,2002,5,24,2002/5/24,1284.84,,,,1265.97,,,-18.87,-0.014687,,
86,000300.ZICN,300,XSHG,2002,5,27,2002/5/27,1265.97,,,,1270.34,,,4.37,0.003452,,
87,000300.ZICN,300,XSHG,2002,5,28,2002/5/28,1270.34,,,,1270.38,,,0.04,3.10E-05,,
88,000300.ZICN,300,XSHG,2002,5,29,2002/5/29,1270.38,,,,1246.02,,,-24.36,-0.019175,,
89,000300.ZICN,300,XSHG,2002,5,30,2002/5/30,1246.02,,,,1245.89,,,-0.13,-0.000104,,
90,000300.ZICN,300,XSHG,2002,5,31,2002/5/31,1245.89,,,,1238.58,,,-7.31,-0.005867,,
91,000300.ZICN,300,XSHG,2002,6,3,2002/6/3,1238.58,,,,1213.39,,,-25.19,-0.020338,,
92,000300.ZICN,300,XSHG,2002,6,4,2002/6/4,1213.39,,,,1219.52,,,6.13,0.005052,,
93,000300.ZICN,300,XSHG,2002,6,5,2002/6/5,1219.52,,,,1196.62,,,-22.9,-0.018778,,
94,000300.ZICN,300,XSHG,2002,6,6,2002/6/6,1196.62,,,,1245.61,,,48.99,0.04094,,
95,000300.ZICN,300,XSHG,2002,6,7,2002/6/7,1245.61,,,,1252.51,,,6.9,0.005539,,
96,000300.ZICN,300,XSHG,2002,6,10,2002/6/10,1252.51,,,,1243.74,,,-8.77,-0.007002,,
97,000300.ZICN,300,XSHG,2002,6,11,2002/6/11,1243.74,,,,1252.85,,,9.11,0.007325,,
98,000300.ZICN,300,XSHG,2002,6,12,2002/6/12,1252.85,,,,1246.84,,,-6.01,-0.004797,,
99,000300.ZICN,300,XSHG,2002,6,13,2002/6/13,1246.84,,,,1235.57,,,-11.27,-0.009039,,
100,000300.ZICN,300,XSHG,2002,6,14,2002/6/14,1235.57,,,,1222.12,,,-13.45,-0.010886,,
101,000300.ZICN,300,XSHG,2002,6,17,2002/6/17,1222.12,,,,1224.65,,,2.53,0.00207,,
102,000300.ZICN,300,XSHG,2002,6,18,2002/6/18,1224.65,,,,1248.84,,,24.19,0.019753,,
103,000300.ZICN,300,XSHG,2002,6,19,2002/6/19,1248.84,,,,1236.05,,,-12.79,-0.010242,,
104,000300.ZICN,300,XSHG,2002,6,20,2002/6/20,1236.05,,,,1245.08,,,9.03,0.007306,,
105,000300.ZICN,300,XSHG,2002,6,21,2002/6/21,1245.08,,,,1288.52,,,43.44,0.034889,,
106,000300.ZICN,300,XSHG,2002,6,24,2002/6/24,1288.52,,,,1409.51,,,120.99,0.093898,,
107,000300.ZICN,300,XSHG,2002,6,25,2002/6/25,1409.51,,,,1409.23,,,-0.28,-0.000199,,
108,000300.ZICN,300,XSHG,2002,6,26,2002/6/26,1409.23,,,,1417.31,,,8.08,0.005734,,
109,000300.ZICN,300,XSHG,2002,6,27,2002/6/27,1417.31,,,,1422.51,,,5.2,0.003669,,
110,000300.ZICN,300,XSHG,2002,6,28,2002/6/28,1422.51,,,,1431.18,,,8.67,0.006095,,
111,000300.ZICN,300,XSHG,2002,7,1,2002/7/1,1431.18,,,,1415.33,,,-15.85,-0.011075,,
112,000300.ZICN,300,XSHG,2002,7,2,2002/7/2,1415.33,,,,1425.81,,,10.48,0.007405,,
113,000300.ZICN,300,XSHG,2002,7,3,2002/7/3,1425.81,,,,1427.39,,,1.58,0.001108,,
114,000300.ZICN,300,XSHG,2002,7,4,2002/7/4,1427.39,,,,1412.62,,,-14.77,-0.010348,,
115,000300.ZICN,300,XSHG,2002,7,5,2002/7/5,1412.62,,,,1415.4,,,2.78,0.001968,,
116,000300.ZICN,300,XSHG,2002,7,8,2002/7/8,1415.4,,,,1423.7,,,8.3,0.005864,,
117,000300.ZICN,300,XSHG,2002,7,9,2002/7/9,1423.7,,,,1419.47,,,-4.23,-0.002971,,
118,000300.ZICN,300,XSHG,2002,7,10,2002/7/10,1419.47,,,,1392.9,,,-26.57,-0.018718,,
119,000300.ZICN,300,XSHG,2002,7,11,2002/7/11,1392.9,,,,1390.93,,,-1.97,-0.001414,,
120,000300.ZICN,300,XSHG,2002,7,12,2002/7/12,1390.93,,,,1389.45,,,-1.48,-0.001064,,
121,000300.ZICN,300,XSHG,2002,7,15,2002/7/15,1389.45,,,,1379.38,,,-10.07,-0.007247,,
122,000300.ZICN,300,XSHG,2002,7,16,2002/7/16,1379.38,,,,1382.41,,,3.03,0.002197,,
123,000300.ZICN,300,XSHG,2002,7,17,2002/7/17,1382.41,,,,1393.02,,,10.61,0.007675,,
124,000300.ZICN,300,XSHG,2002,7,18,2002/7/18,1393.02,,,,1397.41,,,4.39,0.003151,,
125,000300.ZICN,300,XSHG,2002,7,19,2002/7/19,1397.41,,,,1403.25,,,5.84,0.004179,,
126,000300.ZICN,300,XSHG,2002,7,22,2002/7/22,1403.25,,,,1380.28,,,-22.97,-0.016369,,
127,000300.ZICN,300,XSHG,2002,7,23,2002/7/23,1380.28,,,,1375.61,,,-4.67,-0.003383,,
128,000300.ZICN,300,XSHG,2002,7,24,2002/7/24,1375.61,,,,1372.89,,,-2.72,-0.001977,,
129,000300.ZICN,300,XSHG,2002,7,25,2002/7/25,1372.89,,,,1365,,,-7.89,-0.005747,,
130,000300.ZICN,300,XSHG,2002,7,26,2002/7/26,1365,,,,1361.41,,,-3.59,-0.00263,,
131,000300.ZICN,300,XSHG,2002,7,29,2002/7/29,1361.41,,,,1368.8,,,7.39,0.005428,,
132,000300.ZICN,300,XSHG,2002,7,30,2002/7/30,1368.8,,,,1371.91,,,3.11,0.002272,,
133,000300.ZICN,300,XSHG,2002,7,31,2002/7/31,1371.91,,,,1358.16,,,-13.75,-0.010023,,
134,000300.ZICN,300,XSHG,2002,8,1,2002/8/1,1358.16,,,,1355.3,,,-2.86,-0.002106,,
135,000300.ZICN,300,XSHG,2002,8,2,2002/8/2,1355.3,,,,1359.99,,,4.69,0.00346,,
136,000300.ZICN,300,XSHG,2002,8,5,2002/8/5,1359.99,,,,1353.48,,,-6.51,-0.004787,,
137,000300.ZICN,300,XSHG,2002,8,6,2002/8/6,1353.48,,,,1368.99,,,15.51,0.011459,,
138,000300.ZICN,300,XSHG,2002,8,7,2002/8/7,1368.99,,,,1366.8,,,-2.19,-0.0016,,
139,000300.ZICN,300,XSHG,2002,8,8,2002/8/8,1366.8,,,,1359.68,,,-7.12,-0.005209,,
140,000300.ZICN,300,XSHG,2002,8,9,2002/8/9,1359.68,,,,1350.31,,,-9.37,-0.006891,,
141,000300.ZICN,300,XSHG,2002,8,12,2002/8/12,1350.31,,,,1340.22,,,-10.09,-0.007472,,
142,000300.ZICN,300,XSHG,2002,8,13,2002/8/13,1340.22,,,,1342.36,,,2.14,0.001597,,
143,000300.ZICN,300,XSHG,2002,8,14,2002/8/14,1342.36,,,,1351.51,,,9.15,0.006816,,
144,000300.ZICN,300,XSHG,2002,8,15,2002/8/15,1351.51,,,,1340.97,,,-10.54,-0.007799,,
145,000300.ZICN,300,XSHG,2002,8,16,2002/8/16,1340.97,,,,1349.62,,,8.65,0.006451,,
146,000300.ZICN,300,XSHG,2002,8,19,2002/8/19,1349.62,,,,1347.16,,,-2.46,-0.001823,,
147,000300.ZICN,300,XSHG,2002,8,20,2002/8/20,1347.16,,,,1370.05,,,22.89,0.016991,,
148,000300.ZICN,300,XSHG,2002,8,21,2002/8/21,1370.05,,,,1370.96,,,0.91,0.000664,,
149,000300.ZICN,300,XSHG,2002,8,22,2002/8/22,1370.96,,,,1381.55,,,10.59,0.007725,,
150,000300.ZICN,300,XSHG,2002,8,23,2002/8/23,1381.55,,,,1379.42,,,-2.13,-0.001542,,
151,000300.ZICN,300,XSHG,2002,8,26,2002/8/26,1379.42,,,,1366.18,,,-13.24,-0.009598,,
152,000300.ZICN,300,XSHG,2002,8,27,2002/8/27,1366.18,,,,1369.76,,,3.58,0.00262,,
153,000300.ZICN,300,XSHG,2002,8,28,2002/8/28,1369.76,,,,1368.4,,,-1.36,-0.000993,,
154,000300.ZICN,300,XSHG,2002,8,29,2002/8/29,1368.4,,,,1362.67,,,-5.73,-0.004187,,
155,000300.ZICN,300,XSHG,2002,8,30,2002/8/30,1362.67,,,,1361.3,,,-1.37,-0.001005,,
156,000300.ZICN,300,XSHG,2002,9,2,2002/9/2,1361.3,,,,1362.15,,,0.85,0.000624,,
157,000300.ZICN,300,XSHG,2002,9,3,2002/9/3,1362.15,,,,1366.71,,,4.56,0.003348,,
158,000300.ZICN,300,XSHG,2002,9,4,2002/9/4,1366.71,,,,1358.78,,,-7.93,-0.005802,,
159,000300.ZICN,300,XSHG,2002,9,5,2002/9/5,1358.78,,,,1341.47,,,-17.31,-0.012739,,
160,000300.ZICN,300,XSHG,2002,9,6,2002/9/6,1341.47,,,,1334.34,,,-7.13,-0.005315,,
161,000300.ZICN,300,XSHG,2002,9,9,2002/9/9,1334.34,,,,1323.13,,,-11.21,-0.008401,,
162,000300.ZICN,300,XSHG,2002,9,10,2002/9/10,1323.13,,,,1324.21,,,1.08,0.000816,,
163,000300.ZICN,300,XSHG,2002,9,11,2002/9/11,1324.21,,,,1319.03,,,-5.18,-0.003912,,
164,000300.ZICN,300,XSHG,2002,9,12,2002/9/12,1319.03,,,,1322.23,,,3.2,0.002426,,
165,000300.ZICN,300,XSHG,2002,9,13,2002/9/13,1322.23,,,,1321.81,,,-0.42,-0.000318,,
166,000300.ZICN,300,XSHG,2002,9,16,2002/9/16,1321.81,,,,1302.62,,,-19.19,-0.014518,,
167,000300.ZICN,300,XSHG,2002,9,17,2002/9/17,1302.62,,,,1304.38,,,1.76,0.001351,,
168,000300.ZICN,300,XSHG,2002,9,18,2002/9/18,1304.38,,,,1295.56,,,-8.82,-0.006762,,
169,000300.ZICN,300,XSHG,2002,9,19,2002/9/19,1295.56,,,,1319.82,,,24.26,0.018725,,
170,000300.ZICN,300,XSHG,2002,9,20,2002/9/20,1319.82,,,,1305.75,,,-14.07,-0.010661,,
171,000300.ZICN,300,XSHG,2002,9,23,2002/9/23,1305.75,,,,1304.92,,,-0.83,-0.000636,,
172,000300.ZICN,300,XSHG,2002,9,24,2002/9/24,1304.92,,,,1299.19,,,-5.73,-0.004391,,
173,000300.ZICN,300,XSHG,2002,9,25,2002/9/25,1299.19,,,,1299.52,,,0.33,0.000254,,
174,000300.ZICN,300,XSHG,2002,9,26,2002/9/26,1299.52,,,,1291.38,,,-8.14,-0.006264,,
175,000300.ZICN,300,XSHG,2002,9,27,2002/9/27,1291.38,,,,1285.65,,,-5.73,-0.004437,,
176,000300.ZICN,300,XSHG,2002,10,8,2002/10/8,1285.65,,,,1272.94,,,-12.71,-0.009886,,
177,000300.ZICN,300,XSHG,2002,10,9,2002/10/9,1272.94,,,,1247.53,,,-25.41,-0.019962,,
178,000300.ZICN,300,XSHG,2002,10,10,2002/10/10,1247.53,,,,1241.55,,,-5.98,-0.004793,,
179,000300.ZICN,300,XSHG,2002,10,11,2002/10/11,1241.55,,,,1237.14,,,-4.41,-0.003552,,
180,000300.ZICN,300,XSHG,2002,10,14,2002/10/14,1237.14,,,,1243.74,,,6.6,0.005335,,
181,000300.ZICN,300,XSHG,2002,10,15,2002/10/15,1243.74,,,,1238.97,,,-4.77,-0.003835,,
182,000300.ZICN,300,XSHG,2002,10,16,2002/10/16,1238.97,,,,1247.72,,,8.75,0.007062,,
183,000300.ZICN,300,XSHG,2002,10,17,2002/10/17,1247.72,,,,1228.26,,,-19.46,-0.015596,,
184,000300.ZICN,300,XSHG,2002,10,18,2002/10/18,1228.26,,,,1233.67,,,5.41,0.004405,,
185,000300.ZICN,300,XSHG,2002,10,21,2002/10/21,1233.67,,,,1237.36,,,3.69,0.002991,,
186,000300.ZICN,300,XSHG,2002,10,22,2002/10/22,1237.36,,,,1254.74,,,17.38,0.014046,,
187,000300.ZICN,300,XSHG,2002,10,23,2002/10/23,1254.74,,,,1255.64,,,0.9,0.000717,,
188,000300.ZICN,300,XSHG,2002,10,24,2002/10/24,1255.64,,,,1244.56,,,-11.08,-0.008824,,
189,000300.ZICN,300,XSHG,2002,10,25,2002/10/25,1244.56,,,,1233.58,,,-10.98,-0.008822,,
190,000300.ZICN,300,XSHG,2002,10,28,2002/10/28,1233.58,,,,1219.43,,,-14.15,-0.011471,,
191,000300.ZICN,300,XSHG,2002,10,29,2002/10/29,1219.43,,,,1226.78,,,7.35,0.006027,,
192,000300.ZICN,300,XSHG,2002,10,30,2002/10/30,1226.78,,,,1225.94,,,-0.84,-0.000685,,
193,000300.ZICN,300,XSHG,2002,10,31,2002/10/31,1225.94,,,,1225.34,,,-0.6,-0.000489,,
194,000300.ZICN,300,XSHG,2002,11,1,2002/11/1,1225.34,,,,1227.85,,,2.51,0.002048,,
195,000300.ZICN,300,XSHG,2002,11,4,2002/11/4,1227.85,,,,1246.8,,,18.95,0.015433,,
196,000300.ZICN,300,XSHG,2002,11,5,2002/11/5,1246.8,,,,1265.73,,,18.93,0.015183,,
197,000300.ZICN,300,XSHG,2002,11,6,2002/11/6,1265.73,,,,1260.05,,,-5.68,-0.004488,,
198,000300.ZICN,300,XSHG,2002,11,7,2002/11/7,1260.05,,,,1259.87,,,-0.18,-0.000143,,
199,000300.ZICN,300,XSHG,2002,11,8,2002/11/8,1259.87,,,,1232.94,,,-26.93,-0.021375,,
200,000300.ZICN,300,XSHG,2002,11,11,2002/11/11,1232.94,,,,1218.36,,,-14.58,-0.011825,,
201,000300.ZICN,300,XSHG,2002,11,12,2002/11/12,1218.36,,,,1200.92,,,-17.44,-0.014314,,
202,000300.ZICN,300,XSHG,2002,11,13,2002/11/13,1200.92,,,,1206.42,,,5.5,0.00458,,
203,000300.ZICN,300,XSHG,2002,11,14,2002/11/14,1206.42,,,,1183.64,,,-22.78,-0.018882,,
204,000300.ZICN,300,XSHG,2002,11,15,2002/11/15,1183.64,,,,1186.92,,,3.28,0.002771,,
205,000300.ZICN,300,XSHG,2002,11,18,2002/11/18,1186.92,,,,1174.82,,,-12.1,-0.010194,,
206,000300.ZICN,300,XSHG,2002,11,19,2002/11/19,1174.82,,,,1182.64,,,7.82,0.006656,,
207,000300.ZICN,300,XSHG,2002,11,20,2002/11/20,1182.64,,,,1154.9,,,-27.74,-0.023456,,
208,000300.ZICN,300,XSHG,2002,11,21,2002/11/21,1154.9,,,,1125.38,,,-29.52,-0.025561,,
209,000300.ZICN,300,XSHG,2002,11,22,2002/11/22,1125.38,,,,1128.07,,,2.69,0.00239,,
210,000300.ZICN,300,XSHG,2002,11,25,2002/11/25,1128.07,,,,1133.17,,,5.1,0.004521,,
211,000300.ZICN,300,XSHG,2002,11,26,2002/11/26,1133.17,,,,1111.05,,,-22.12,-0.01952,,
212,000300.ZICN,300,XSHG,2002,11,27,2002/11/27,1111.05,,,,1118.96,,,7.91,0.007119,,
213,000300.ZICN,300,XSHG,2002,11,28,2002/11/28,1118.96,,,,1150.59,,,31.63,0.028267,,
214,000300.ZICN,300,XSHG,2002,11,29,2002/11/29,1150.59,,,,1164.62,,,14.03,0.012194,,
215,000300.ZICN,300,XSHG,2002,12,2,2002/12/2,1164.62,,,,1132.93,,,-31.69,-0.027211,,
216,000300.ZICN,300,XSHG,2002,12,3,2002/12/3,1132.93,,,,1144.63,,,11.7,0.010327,,
217,000300.ZICN,300,XSHG,2002,12,4,2002/12/4,1144.63,,,,1147.54,,,2.91,0.002542,,
218,000300.ZICN,300,XSHG,2002,12,5,2002/12/5,1147.54,,,,1139.75,,,-7.79,-0.006788,,
219,000300.ZICN,300,XSHG,2002,12,6,2002/12/6,1139.75,,,,1139.8,,,0.05,4.40E-05,,
220,000300.ZICN,300,XSHG,2002,12,9,2002/12/9,1139.8,,,,1136.25,,,-3.55,-0.003115,,
221,000300.ZICN,300,XSHG,2002,12,10,2002/12/10,1136.25,,,,1122.91,,,-13.34,-0.01174,,
222,000300.ZICN,300,XSHG,2002,12,11,2002/12/11,1122.91,,,,1117.44,,,-5.47,-0.004871,,
223,000300.ZICN,300,XSHG,2002,12,12,2002/12/12,1117.44,,,,1122.23,,,4.79,0.004287,,
224,000300.ZICN,300,XSHG,2002,12,13,2002/12/13,1122.23,,,,1132.08,,,9.85,0.008777,,
225,000300.ZICN,300,XSHG,2002,12,16,2002/12/16,1132.08,,,,1141.52,,,9.44,0.008339,,
226,000300.ZICN,300,XSHG,2002,12,17,2002/12/17,1141.52,,,,1148.6,,,7.08,0.006202,,
227,000300.ZICN,300,XSHG,2002,12,18,2002/12/18,1148.6,,,,1143.94,,,-4.66,-0.004057,,
228,000300.ZICN,300,XSHG,2002,12,19,2002/12/19,1143.94,,,,1145.07,,,1.13,0.000988,,
229,000300.ZICN,300,XSHG,2002,12,20,2002/12/20,1145.07,,,,1157.34,,,12.27,0.010716,,
230,000300.ZICN,300,XSHG,2002,12,23,2002/12/23,1157.34,,,,1159.43,,,2.09,0.001806,,
231,000300.ZICN,300,XSHG,2002,12,24,2002/12/24,1159.43,,,,1159.06,,,-0.37,-0.000319,,
232,000300.ZICN,300,XSHG,2002,12,25,2002/12/25,1159.06,,,,1151.16,,,-7.9,-0.006816,,
233,000300.ZICN,300,XSHG,2002,12,26,2002/12/26,1151.16,,,,1119.36,,,-31.8,-0.027624,,
234,000300.ZICN,300,XSHG,2002,12,27,2002/12/27,1119.36,,,,1120.28,,,0.92,0.000822,,
235,000300.ZICN,300,XSHG,2002,12,30,2002/12/30,1120.28,,,,1108.94,,,-11.34,-0.010122,,
236,000300.ZICN,300,XSHG,2002,12,31,2002/12/31,1108.94,,,,1103.64,,,-5.3,-0.004779,,
237,000300.ZICN,300,XSHG,2003,1,2,2003/1/2,1103.64,,,,1074.98,,,-28.66,-0.025969,,
238,000300.ZICN,300,XSHG,2003,1,3,2003/1/3,1074.98,,,,1073.52,,,-1.46,-0.001358,,
239,000300.ZICN,300,XSHG,2003,1,6,2003/1/6,1073.52,,,,1084.88,,,11.36,0.010582,,
